method,model_seed,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
sac,4,moderate_noise,noise_curve,0,624000,0.03,0.03,0.0,1,0,0,229.28388752980493,817,884.3558959960938,9.929173469543457,9.929173469543457,36.771873474121094,14.746193943656936,1203.8129002845392,0.7346290239845935,1.3612312709563894
sac,4,moderate_noise,noise_curve,1,624001,0.03,0.03,0.0,1,0,0,228.47872838104394,832,908.9744262695312,9.8778715133667,9.8778715133667,29.596359252929688,14.659744042258422,1218.8042886593983,0.7457919493123389,1.3408565229512799
sac,4,moderate_noise,noise_curve,2,624002,0.03,0.03,0.0,1,0,0,225.7752022393259,809,936.8092651367188,9.903531074523926,9.903531074523926,21.54605484008789,15.046379965226937,1216.7912365222599,0.7699013906561619,1.2988676369940473
sac,4,moderate_noise,noise_curve,3,624003,0.03,0.03,0.0,1,0,0,222.6414828930828,760,878.8284912109375,9.948060035705566,9.948060035705566,9.352378845214844,14.690131883244765,1115.6038910669297,0.7877603316446419,1.2694216246104395
sac,4,moderate_noise,noise_curve,4,624004,0.03,0.03,0.0,1,0,0,226.12230381195548,839,951.7889404296875,9.857340812683105,9.857340812683105,31.888038635253906,15.027344223498162,1259.7014805326394,0.7555670570675544,1.3235092645265913
sac,4,moderate_noise,noise_curve,5,624005,0.03,0.03,0.0,1,0,0,213.80891127935536,784,895.1305541992188,9.970178604125977,9.970178604125977,4.470123291015625,14.467249937659624,1133.2118492799034,0.7899057486629947,1.265973822437188
sac,4,moderate_noise,noise_curve,6,624006,0.03,0.03,0.0,1,0,0,225.31933884654944,786,890.0692138671875,9.952278137207031,9.952278137207031,19.83327293395996,14.536983070937731,1141.451773369447,0.7797694432939516,1.2824303498938565
sac,4,moderate_noise,noise_curve,7,624007,0.03,0.03,0.0,1,0,0,231.22529111199185,860,925.5440673828125,9.906475067138672,9.906475067138672,21.465896606445312,14.826858266702919,1274.0874055533413,0.7264368703031366,1.3765821104078975
sac,4,moderate_noise,noise_curve,8,624008,0.03,0.03,0.0,1,0,0,226.22017955992976,829,954.5979614257812,9.904436111450195,9.904436111450195,29.67406463623047,15.136995197924255,1254.4264476368135,0.7609836058735269,1.3140887560279413
sac,4,moderate_noise,noise_curve,9,624009,0.03,0.03,0.0,1,0,0,225.9125329795546,848,963.0626831054688,9.837328910827637,9.837328910827637,36.30426025390625,14.821073972180766,1256.188820988734,0.766654397025641,1.3043687010466005
sac,4,moderate_noise,noise_curve,10,624010,0.03,0.03,0.0,1,0,0,225.82131362812214,785,896.133056640625,9.925493240356445,9.925493240356445,21.953697204589844,14.999255977162889,1176.4213010037336,0.7617450108018581,1.3127752539492716
sac,4,moderate_noise,noise_curve,11,624011,0.03,0.03,0.0,1,0,0,224.44740342160623,828,984.564697265625,9.964675903320312,9.964675903320312,25.64204216003418,14.930442402832174,1235.604424164449,0.796828400749225,1.254975348594178
sac,4,moderate_noise,noise_curve,12,624012,0.03,0.03,0.0,1,0,0,228.56979995830204,781,862.9345703125,9.994751930236816,9.994751930236816,33.52994155883789,14.70407490495225,1147.7553366439952,0.7518454001143631,1.3300606745055437
sac,4,moderate_noise,noise_curve,13,624013,0.03,0.03,0.0,1,0,0,227.4716274645489,879,989.176513671875,9.958870887756348,9.958870887756348,18.70231819152832,14.895665594064063,1308.1226427204033,0.7561802550980692,1.3224360108031514
sac,4,moderate_noise,noise_curve,14,624014,0.03,0.03,0.0,1,0,0,224.91977422229974,779,890.3925170898438,9.861903190612793,9.861903190612793,22.361190795898438,15.037240787938869,1170.8377224254948,0.7604747438827955,1.3149680617849948
sac,4,moderate_noise,noise_curve,15,624015,0.03,0.03,0.0,1,0,0,232.48425724486768,877,929.2014770507812,9.962377548217773,9.962377548217773,46.33543395996094,14.770983173270862,1294.2086745548436,0.7179688216588331,1.392818141725914
sac,4,moderate_noise,noise_curve,16,624016,0.03,0.03,0.0,1,0,0,228.56792091637018,811,892.2732543945312,9.973563194274902,9.973563194274902,40.79617691040039,14.71609882067811,1192.8561371301407,0.7480141373470455,1.3368731285569864
sac,4,moderate_noise,noise_curve,17,624017,0.03,0.03,0.0,1,0,0,229.96809332782203,833,885.8858642578125,9.942611694335938,9.942611694335938,28.51970672607422,14.721719511559888,1225.524211887654,0.7228628008036639,1.3833883814303636
sac,4,moderate_noise,noise_curve,18,624018,0.03,0.03,0.0,1,0,0,225.97051706345042,812,907.4202270507812,9.842671394348145,9.842671394348145,15.059186935424805,14.74129722461912,1195.7340928511585,0.7588812867977114,1.3177291592203428
sac,4,moderate_noise,noise_curve,19,624019,0.03,0.03,0.0,1,0,0,222.606654014379,784,925.364990234375,9.969042778015137,9.969042778015137,17.446626663208008,14.505072219487356,1136.7318096362515,0.8140574429165374,1.2284145408919585
