method,model_seed,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
sac,4,mild_noise,noise_curve,0,624000,0.01,0.01,0.0,1,0,0,229.1637965627956,816,884.3558959960938,9.880332946777344,9.880332946777344,36.97172546386719,14.722350224779516,1200.719678160748,0.7365215312792596,1.3577335590761432
sac,4,mild_noise,noise_curve,1,624001,0.01,0.01,0.0,1,0,0,228.47184538641613,831,908.9744262695312,9.890680313110352,9.890680313110352,30.193233489990234,14.652443088277296,1216.7860063476464,0.7470289940282476,1.3386361279066856
sac,4,mild_noise,noise_curve,2,624002,0.01,0.01,0.0,1,0,0,225.6160899584682,808,936.8092651367188,9.890764236450195,9.890764236450195,22.986438751220703,15.053068310317427,1215.6297954186978,0.7706369724296325,1.2976278530307743
sac,4,mild_noise,noise_curve,3,624003,0.01,0.01,0.0,1,0,0,223.34339450460135,755,878.8284912109375,9.885766983032227,9.885766983032227,10.681236267089844,14.731132497376954,1111.6185627383054,0.7905845770028125,1.2648868053954492
sac,4,mild_noise,noise_curve,4,624004,0.01,0.01,0.0,1,0,0,226.16275381687223,840,951.7889404296875,9.945863723754883,9.945863723754883,37.7730827331543,15.002662088899385,1259.4109822662383,0.7557413376823168,1.323204051622699
sac,4,mild_noise,noise_curve,5,624005,0.01,0.01,0.0,1,0,0,220.74819235644435,757,895.1305541992188,9.860620498657227,9.860620498657227,8.463150024414062,14.813867695265433,1120.517374587271,0.7988546848985089,1.2517921205244553
sac,4,mild_noise,noise_curve,6,624006,0.01,0.01,0.0,1,0,0,225.22724647388668,785,890.0692138671875,9.936761856079102,9.936761856079102,19.4190673828125,14.515695745246425,1138.5286908103094,0.7817714397989486,1.2791462428675755
sac,4,mild_noise,noise_curve,7,624007,0.01,0.01,0.0,1,0,0,230.61483044946462,854,925.5440673828125,9.99950885772705,9.99950885772705,22.06383514404297,14.90746210267728,1272.5022343637313,0.7273418013647711,1.3748694191968864
sac,4,mild_noise,noise_curve,8,624008,0.01,0.01,0.0,1,0,0,226.45170196329207,833,954.5979614257812,9.97592830657959,9.97592830657959,31.350189208984375,15.089771758322241,1256.1748775011997,0.7599244169925453,1.315920343706774
sac,4,mild_noise,noise_curve,9,624009,0.01,0.01,0.0,1,0,0,225.94041263492534,851,963.0626831054688,9.810709953308105,9.810709953308105,35.98065185546875,14.825327420696949,1260.5621385619258,0.7639946129146395,1.3089097528907958
sac,4,mild_noise,noise_curve,10,624010,0.01,0.01,0.0,1,0,0,225.6239400372828,784,896.133056640625,9.85716724395752,9.85716724395752,23.01471710205078,14.99740964934534,1175.0019995638543,0.7626651333131843,1.311191447360103
sac,4,mild_noise,noise_curve,11,624011,0.01,0.01,0.0,1,0,0,224.17541829327638,825,984.564697265625,9.854118347167969,9.854118347167969,25.378957748413086,14.97244819987904,1234.5934296715068,0.7974809144477564,1.2539485044510252
sac,4,mild_noise,noise_curve,12,624012,0.01,0.01,0.0,1,0,0,228.50104340287555,781,862.9345703125,9.932135581970215,9.932135581970215,34.005069732666016,14.662262536423155,1144.3956905676139,0.7540526213310793,1.3261673943056733
sac,4,mild_noise,noise_curve,13,624013,0.01,0.01,0.0,1,0,0,227.29676945722565,877,989.176513671875,9.927448272705078,9.927448272705078,18.301639556884766,14.914296248076035,1307.4964466113372,0.7565424106777056,1.3218029629088563
sac,4,mild_noise,noise_curve,14,624014,0.01,0.01,0.0,1,0,0,224.8194998259889,779,890.3925170898438,9.933039665222168,9.933039665222168,22.77906036376953,15.029261446810198,1170.238007026176,0.7608644666673583,1.3142945213095214
sac,4,mild_noise,noise_curve,15,624015,0.01,0.01,0.0,1,0,0,232.35121432697707,876,929.2014770507812,9.862020492553711,9.862020492553711,46.663429260253906,14.752519752609132,1291.771534306278,0.7193233883651041,1.3901953087787464
sac,4,mild_noise,noise_curve,16,624016,0.01,0.01,0.0,1,0,0,228.42700376381242,810,892.2732543945312,9.98547077178955,9.98547077178955,40.8157844543457,14.716477623397921,1191.0590050188966,0.7491427801936437,1.3348590234581357
sac,4,mild_noise,noise_curve,17,624017,0.01,0.01,0.0,1,0,0,229.82640356278063,832,885.8858642578125,9.939469337463379,9.939469337463379,29.5697021484375,14.72057045595004,1223.7795067535335,0.7238933642612696,1.3814189345698673
sac,4,mild_noise,noise_curve,18,624018,0.01,0.01,0.0,1,0,0,226.06424715382482,813,907.4202270507812,9.983735084533691,9.983735084533691,15.216395378112793,14.734451797175671,1196.9856910585122,0.7580877815242186,1.3191084520441556
sac,4,mild_noise,noise_curve,19,624019,0.01,0.01,0.0,1,0,0,222.6665084408817,785,925.364990234375,9.858295440673828,9.858295440673828,17.74288558959961,14.49220093071081,1136.790012004434,0.8140157640923799,1.2284774375530563
