method,model_seed,city_seed,city_split,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,0,1413000,0.0,0.0,10.0,1,0,0,216.21116868390237,1164,995.4775390625,9.983723640441895,9.983723640441895,7.580999851226807,11.559354547424006,1345.03901239354,0.7401105320291164,1.3511495333789676
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,1,1413001,0.0,0.0,10.0,1,0,0,204.7488292978909,941,870.864501953125,9.890522003173828,9.890522003173828,3.1172409057617188,12.54878998208122,1180.7135996844968,0.7375747193780373,1.3557948418341315
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,2,1413002,0.0,0.0,10.0,1,0,0,218.20505459753517,935,905.6123657226562,9.89519214630127,9.89519214630127,9.563637733459473,12.16342986312142,1137.0737837079319,0.7964411621289048,1.2555855316756581
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,3,1413003,0.0,0.0,10.0,1,0,0,219.7596855600863,998,858.8508911132812,9.935988426208496,9.935988426208496,8.759872436523438,11.899381547748206,1187.3070142266572,0.7233604121110047,1.3824367262256856
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,4,1413004,0.0,0.0,10.0,1,0,0,215.71808823655732,1213,952.733154296875,9.978228569030762,9.978228569030762,20.774810791015625,11.116439888915638,1347.9998436006806,0.7067754190178557,1.414876597419889
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,5,1413005,0.0,0.0,10.0,1,0,0,220.36937953751385,977,946.26708984375,9.87157154083252,9.87157154083252,17.69776725769043,12.725563232034842,1243.2990627591676,0.7610937047951801,1.3138986614915078
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,6,1413006,0.0,0.0,10.0,1,0,0,219.07603902429048,855,920.7789306640625,9.97823715209961,9.97823715209961,16.97599983215332,13.447270126440372,1149.9058008773707,0.8007429216910761,1.2488402618509773
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,7,1413007,0.0,0.0,10.0,1,0,0,218.1172237974747,1573,926.0864868164062,9.995917320251465,9.995917320251465,10.967047691345215,10.400902504877005,1634.8294503727038,0.566472843149039,1.7653096915307906
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,8,1413008,0.0,0.0,10.0,1,0,0,215.6240809288539,891,943.1871948242188,9.945029258728027,9.945029258728027,13.173072814941406,13.352065324582636,1189.6472741095406,0.7928292825536889,1.2613055824313375
HW_GA_SAC,5,3,city1_4_unseen,latency_10ms,latency_curve,9,1413009,0.0,0.0,10.0,1,0,0,217.1130702795318,844,863.61865234375,9.98855972290039,9.98855972290039,15.237117767333984,13.169176714115233,1111.5246830051371,0.7769675883479761,1.2870549750038422
