method,model_seed,city_seed,city_split,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,0,1311000,0.03,0.03,0.0,1,0,0,224.11330298284128,798,928.8444213867188,9.928218841552734,9.928218841552734,23.302976608276367,14.826249178340262,1181.9834548681606,0.7858353833644167,1.2725311447782803
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,1,1311001,0.03,0.03,0.0,1,0,0,223.4027939465681,804,932.2310180664062,9.846466064453125,9.846466064453125,18.250831604003906,14.788774933610389,1187.8079868259258,0.7848330945791371,1.274156259346129
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,2,1311002,0.03,0.03,0.0,1,0,0,222.98505703602999,807,931.1787719726562,9.995478630065918,9.995478630065918,15.095038414001465,14.682504958527387,1183.540049277136,0.7867741970720695,1.2710127044346864
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,3,1311003,0.03,0.03,0.0,1,0,0,223.2340662280731,799,925.0972290039062,9.899733543395996,9.899733543395996,31.20050621032715,14.926396598430987,1191.9786976729756,0.7761021491490703,1.2884901827632027
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,4,1311004,0.03,0.03,0.0,1,0,0,223.38704134564023,743,851.1544799804688,9.961742401123047,9.961742401123047,14.046707153320312,14.46433035056652,1074.3238262818998,0.7922699461355222,1.2621960543596646
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,5,1311005,0.03,0.03,0.0,1,0,0,225.93261822992943,807,923.3942260742188,9.863927841186523,9.863927841186523,31.842382431030273,14.799486393452872,1193.3912083645012,0.7737565180656029,1.2923962211006734
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,6,1311006,0.03,0.03,0.0,1,0,0,222.33913437660357,785,922.0516967773438,9.981751441955566,9.981751441955566,20.775861740112305,14.828171318199983,1163.0321428413167,0.7927998400153828,1.261352424062796
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,7,1311007,0.03,0.03,0.0,1,0,0,205.22101077465618,749,854.8111572265625,9.899627685546875,9.899627685546875,3.510594606399536,14.27699766346864,1068.039263652558,0.800355554629347,1.2494446926942493
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,8,1311008,0.03,0.03,0.0,1,0,0,224.93036370867793,853,982.447265625,9.997175216674805,9.997175216674805,31.68701171875,14.932244065218766,1272.6600478250277,0.7719636263462497,1.2953978216992685
HW_GA_SAC,4,1,city1_4_unseen,moderate_noise,noise_curve,9,1311009,0.03,0.03,0.0,1,0,0,218.54740864632598,828,971.4661254882812,9.959692001342773,9.959692001342773,6.485792636871338,14.612242389416348,1209.1908934132357,0.8034017877409593,1.2447072128278982
