method,model_seed,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
td3,4,mild_noise_latency_30ms,combined,0,624000,0.01,0.01,30.0,0,0,1,7.505576110978325,2200,884.3558959960938,27.430889129638672,12.117864608764648,7.022980213165283,7.582768586630171,1665.739733924269,0.5309088076518801,nan
td3,4,mild_noise_latency_30ms,combined,1,624001,0.01,0.01,30.0,1,0,0,229.08489048375498,1646,908.9744262695312,9.957161903381348,9.957161903381348,3.900360107421875,9.264237290055899,1523.600619809693,0.5965962565590632,1.676175452001013
td3,4,mild_noise_latency_30ms,combined,2,624002,0.01,0.01,30.0,0,0,1,12.355152613523401,2200,936.8092651367188,25.92568588256836,13.099926948547363,7.818811893463135,8.486076478660106,1865.2589823909518,0.5022408544768862,nan
td3,4,mild_noise_latency_30ms,combined,3,624003,0.01,0.01,30.0,1,0,0,214.27303620185893,1542,878.8284912109375,9.952189445495605,9.952189445495605,1.3509864807128906,9.85900357118222,1519.8243416393855,0.5782434634932703,1.7293753637245193
td3,4,mild_noise_latency_30ms,combined,4,624004,0.01,0.01,30.0,0,0,1,-14.73892788149665,2200,951.7889404296875,27.560131072998047,16.745298385620117,1.9500923156738281,8.425140155906027,1851.9456884921926,0.5139399855751764,nan
td3,4,mild_noise_latency_30ms,combined,5,624005,0.01,0.01,30.0,0,0,1,-91.53166630248788,2200,895.1305541992188,27.107751846313477,14.933972358703613,0.11284637451171875,8.055517862351103,1769.2617157032637,0.5059345071757309,nan
td3,4,mild_noise_latency_30ms,combined,6,624006,0.01,0.01,30.0,0,0,1,-13.682711818586483,2200,890.0692138671875,55.897029876708984,55.897029876708984,1.6727523803710938,6.797138684649359,1491.972177661337,0.5965722599883659,nan
td3,4,mild_noise_latency_30ms,combined,7,624007,0.01,0.01,30.0,0,0,1,1.2950404362756842,2200,925.5440673828125,26.492868423461914,15.224331855773926,1.7257270812988281,8.001984358443455,1758.2537387592588,0.5263996014795556,nan
td3,4,mild_noise_latency_30ms,combined,8,624008,0.01,0.01,30.0,0,0,1,-2.0386531064909406,2200,954.5979614257812,27.111474990844727,19.035036087036133,2.8546676635742188,8.443866602480412,1856.0723437082315,0.5143107512278309,nan
td3,4,mild_noise_latency_30ms,combined,9,624009,0.01,0.01,30.0,1,0,0,234.0517207950142,1943,963.0626831054688,9.989641189575195,9.989641189575195,1.3416633605957031,8.999684277294962,1747.33399956541,0.5511611880413234,1.814351267283038
td3,4,mild_noise_latency_30ms,combined,10,624010,0.01,0.01,30.0,0,0,1,-10.835036339389092,2200,896.133056640625,25.945756912231445,13.04834270477295,3.0474472045898438,7.731752226383171,1698.1916201962497,0.5276984328406145,nan
td3,4,mild_noise_latency_30ms,combined,11,624011,0.01,0.01,30.0,0,0,1,-10.198341534522214,2200,984.564697265625,13.639410018920898,11.202201843261719,1.8800849914550781,7.949083715406331,1746.5724169434473,0.5637124963811361,nan
td3,4,mild_noise_latency_30ms,combined,12,624012,0.01,0.01,30.0,0,0,1,-24.44091212610465,2200,862.9345703125,24.69125747680664,14.26132583618164,1.4747161865234375,7.787824210212989,1711.326327602768,0.5042489888654386,nan
td3,4,mild_noise_latency_30ms,combined,13,624013,0.01,0.01,30.0,0,0,1,-47.98215467086379,2200,989.176513671875,26.391443252563477,15.674250602722168,1.3972702026367188,8.288135653551329,1821.7572984903666,0.5429793060203875,nan
td3,4,mild_noise_latency_30ms,combined,14,624014,0.01,0.01,30.0,0,0,1,-18.318166494152806,2200,890.3925170898438,26.61491584777832,14.076179504394531,2.0387725830078125,8.031770775717767,1765.1967062099125,0.504415464835997,nan
td3,4,mild_noise_latency_30ms,combined,15,624015,0.01,0.01,30.0,0,0,1,-16.33928436362156,2200,929.2014770507812,28.11617660522461,13.524086952209473,3.169984817504883,7.9195507577061655,1740.4302570739167,0.5338918197233558,nan
td3,4,mild_noise_latency_30ms,combined,16,624016,0.01,0.01,30.0,0,0,1,-9.890351704543491,2200,892.2732543945312,26.647035598754883,11.810892105102539,4.541072845458984,7.935604542520913,1743.7395619935053,0.5117009866854502,nan
td3,4,mild_noise_latency_30ms,combined,17,624017,0.01,0.01,30.0,0,0,1,-29.010247109771,2200,885.8858642578125,27.765926361083984,10.83769416809082,1.3929367065429688,7.687878522222692,1689.2561562764804,0.5244236411193636,nan
td3,4,mild_noise_latency_30ms,combined,18,624018,0.01,0.01,30.0,0,0,1,11.798693083111417,2200,907.4202270507812,27.323152542114258,13.047595024108887,5.251101970672607,7.898503389006311,1735.3474523560199,0.5229040592526926,nan
td3,4,mild_noise_latency_30ms,combined,19,624019,0.01,0.01,30.0,0,0,1,-9.623688921314525,2200,925.364990234375,26.93265724182129,18.9664363861084,2.143939971923828,7.759383707815274,1705.0569636513208,0.5427179325743685,nan
