method,model_seed,city_seed,city_split,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,0,1314000,0.0,0.0,0.0,1,0,0,223.19800085511037,854,952.144287109375,9.9642972946167,9.9642972946167,19.485992431640625,14.113142052495228,1204.08382573977,0.7907624591870858,1.26460226883812
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,1,1314001,0.0,0.0,0.0,1,0,0,222.64970203697519,754,880.7281494140625,9.99180793762207,9.99180793762207,30.389511108398438,14.909507287908296,1123.7050702216845,0.7837716254500057,1.275881860900292
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,2,1314002,0.0,0.0,0.0,1,0,0,226.180690333801,871,974.4039306640625,9.905900955200195,9.905900955200195,31.979820251464844,14.794643656257646,1287.921996688544,0.7565706099976651,1.3217536959347207
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,3,1314003,0.0,0.0,0.0,1,0,0,209.96551325468272,816,947.8707885742188,9.957320213317871,9.957320213317871,4.853733539581299,14.66935990056863,1196.529775677403,0.7921832016571351,1.262334265493312
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,4,1314004,0.0,0.0,0.0,1,0,0,224.9367386164481,806,920.7940063476562,9.966277122497559,9.966277122497559,33.11317443847656,14.922721385881859,1201.5861815436328,0.7663154091575409,1.3049457025787377
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,5,1314005,0.0,0.0,0.0,1,0,0,223.49192816489594,794,897.17578125,9.992961883544922,9.992961883544922,11.404064178466797,14.574006829664148,1156.289465904655,0.7759093269504707,1.2888103870722434
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,6,1314006,0.0,0.0,0.0,1,0,0,224.44946033754388,796,929.7357177734375,9.98211669921875,9.98211669921875,27.935455322265625,15.088555647350436,1200.0050559917465,0.7747765004248717,1.2906947996636713
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,7,1314007,0.0,0.0,0.0,1,0,0,225.485312661816,837,958.2950439453125,9.915264129638672,9.915264129638672,13.810539245605469,14.711583301300358,1230.905320619141,0.778528638955995,1.284474263324465
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,8,1314008,0.0,0.0,0.0,1,0,0,224.96161350644127,821,952.3460083007812,9.912074089050293,9.912074089050293,35.566246032714844,14.985147188264472,1229.838072565815,0.7743669915128735,1.2913773584877493
HW_GA_SAC,4,4,city1_4_unseen,clean,clean,9,1314009,0.0,0.0,0.0,1,0,0,225.861669572023,907,945.3665771484375,9.997577667236328,9.997577667236328,11.496503829956055,13.878099773461132,1257.84944218029,0.751573714187756,1.3305414773329645
