method,model_seed,city_seed,city_split,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,0,1211000,0.0,0.0,0.0,1,0,0,219.09886682527804,771,940.4937744140625,9.981033325195312,9.981033325195312,6.653237342834473,13.60132902048905,1047.9716599777835,0.8974419923092201,1.114278146743375
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,1,1211001,0.0,0.0,0.0,1,0,0,213.52391413497676,795,865.0775146484375,9.94771671295166,9.94771671295166,7.440051078796387,13.131125325826728,1042.709014797694,0.8296442270773688,1.2053359348051542
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,2,1211002,0.0,0.0,0.0,1,0,0,200.67320126413406,1140,962.8223876953125,9.919878959655762,9.919878959655762,2.8199234008789062,11.072918663526837,1259.8798854039565,0.7642176042731263,1.3085278255937776
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,3,1211003,0.0,0.0,0.0,1,0,0,219.1878791284094,719,890.9494018554688,9.916340827941895,9.916340827941895,10.833260536193848,13.951559475963736,1001.9769755161618,0.8891914920465134,1.1246171482123113
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,4,1211004,0.0,0.0,0.0,1,0,0,219.14995511245547,820,972.8609619140625,9.898635864257812,9.898635864257812,10.722708702087402,13.770983198139726,1127.9455544964294,0.8625070226447195,1.1594108497037896
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,5,1211005,0.0,0.0,0.0,1,0,0,181.95738373719996,824,988.247802734375,9.913311004638672,9.913311004638672,2.3396453857421875,13.292665505727518,1093.6812746920796,0.903597625380037,1.1066872819408062
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,6,1211006,0.0,0.0,0.0,1,0,0,216.0887190547784,733,951.6776123046875,9.907172203063965,9.907172203063965,12.818805694580078,14.392614226224152,1054.4363801035095,0.9025462609809284,1.1079764475597675
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,7,1211007,0.0,0.0,0.0,1,0,0,216.64718309538188,870,976.2399291992188,9.962201118469238,9.962201118469238,9.851919174194336,13.20029485074953,1147.5076320745789,0.8507480925719638,1.1754360764733789
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,8,1211008,0.0,0.0,0.0,1,0,0,201.51494793143036,890,851.76171875,9.926859855651855,9.926859855651855,1.273202896118164,12.079851562320517,1073.8510561718522,0.7931842259264766,1.2607411586280006
HW_GA_SAC,3,1,city1_4_unseen,clean,clean,9,1211009,0.0,0.0,0.0,1,0,0,213.75520848590165,910,944.1127319335938,9.964411735534668,9.964411735534668,8.942112922668457,12.834896171027488,1166.9128533145997,0.8090687571499917,1.2359888960767422
