method,model_seed,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
sac,4,mild_noise_latency_30ms,combined,0,624000,0.01,0.01,30.0,1,0,0,228.98517818046304,814,884.3558959960938,9.944109916687012,9.944109916687012,36.83171081542969,14.768145263854057,1202.483637442486,0.735441105774208,1.3597281850968712
sac,4,mild_noise_latency_30ms,combined,1,624001,0.01,0.01,30.0,1,0,0,228.50520887957094,833,908.9744262695312,9.971634864807129,9.971634864807129,29.365036010742188,14.651396856373813,1220.5370103437524,0.7447331941319235,1.342762761052461
sac,4,mild_noise_latency_30ms,combined,2,624002,0.01,0.01,30.0,1,0,0,225.64097384055077,809,936.8092651367188,9.918171882629395,9.918171882629395,22.736896514892578,15.033478591586515,1216.7669062849982,0.7699167854564364,1.2988416656056685
sac,4,mild_noise_latency_30ms,combined,3,624003,0.01,0.01,30.0,1,0,0,223.05835234972375,757,878.8284912109375,9.960765838623047,9.960765838623047,9.920066833496094,14.698757758701179,1112.973340642783,0.789622230037767,1.26642837797534
sac,4,mild_noise_latency_30ms,combined,4,624004,0.01,0.01,30.0,1,0,0,226.14278088062724,840,951.7889404296875,9.965599060058594,9.965599060058594,37.91391372680664,14.99505327812263,1259.4956705382847,0.7556905217648829,1.3232930296181864
sac,4,mild_noise_latency_30ms,combined,5,624005,0.01,0.01,30.0,1,0,0,220.5868917553424,754,895.1305541992188,9.927796363830566,9.927796363830566,9.418060302734375,14.868256619817698,1121.1419835455406,0.7984096281618364,1.2524899058422947
sac,4,mild_noise_latency_30ms,combined,6,624006,0.01,0.01,30.0,1,0,0,225.26871650862466,785,890.0692138671875,9.934802055358887,9.934802055358887,20.9023380279541,14.54525246339239,1142.2010433169921,0.7792579240537157,1.2832721607731359
sac,4,mild_noise_latency_30ms,combined,7,624007,0.01,0.01,30.0,1,0,0,230.69812904148205,855,925.5440673828125,9.937324523925781,9.937324523925781,22.201576232910156,14.908813320475016,1275.0718554679952,0.7258760072334167,1.3776457549704277
sac,4,mild_noise_latency_30ms,combined,8,624008,0.01,0.01,30.0,1,0,0,226.22947948760822,832,954.5979614257812,9.990943908691406,9.990943908691406,34.70140838623047,15.054866840203221,1252.6415330021182,0.7620679470350653,1.3122189483111624
sac,4,mild_noise_latency_30ms,combined,9,624009,0.01,0.01,30.0,1,0,0,226.1176015157268,852,963.0626831054688,9.964522361755371,9.964522361755371,35.679447174072266,14.80595777704962,1261.813143822133,0.7632371621904926,1.3102087392207127
sac,4,mild_noise_latency_30ms,combined,10,624010,0.01,0.01,30.0,1,0,0,225.47705781752487,782,896.133056640625,9.93263053894043,9.93263053894043,23.307350158691406,14.99864572210385,1172.8051847124202,0.7640937031331106,1.3087400091108887
sac,4,mild_noise_latency_30ms,combined,11,624011,0.01,0.01,30.0,1,0,0,224.07532202712702,824,984.564697265625,9.74887466430664,9.74887466430664,25.4001522064209,14.987270430598445,1234.9551340491446,0.797247341316324,1.254315879371782
sac,4,mild_noise_latency_30ms,combined,12,624012,0.01,0.01,30.0,1,0,0,228.68954807083287,783,862.9345703125,9.973949432373047,9.973949432373047,34.03529739379883,14.674381988334778,1149.0903048372786,0.7509719355213768,1.3316076842548459
sac,4,mild_noise_latency_30ms,combined,13,624013,0.01,0.01,30.0,1,0,0,227.14182301338204,876,989.176513671875,9.97403621673584,9.97403621673584,19.06306266784668,14.949941916008518,1309.5018625701136,0.7553838157438377,1.3238303219606116
sac,4,mild_noise_latency_30ms,combined,14,624014,0.01,0.01,30.0,1,0,0,225.1214828160804,782,890.3925170898438,9.929353713989258,9.929353713989258,29.141067504882812,14.985915477547195,1171.8275821309735,0.7598323598687284,1.3160797734026015
sac,4,mild_noise_latency_30ms,combined,15,624015,0.01,0.01,30.0,1,0,0,232.37851912002316,877,929.2014770507812,9.995197296142578,9.995197296142578,46.883644104003906,14.775653860859887,1296.143367241525,0.7168971431210762,1.3949002441918097
sac,4,mild_noise_latency_30ms,combined,16,624016,0.01,0.01,30.0,1,0,0,228.78320404141192,814,892.2732543945312,9.885047912597656,9.885047912597656,42.33624267578125,14.665856413817815,1194.3407753900012,0.7470843102574033,1.3385370115127384
sac,4,mild_noise_latency_30ms,combined,17,624017,0.01,0.01,30.0,1,0,0,229.7133492296504,833,885.8858642578125,9.969549179077148,9.969549179077148,29.8016357421875,14.698023781484487,1224.261993058093,0.7236080751350875,1.381963571665938
sac,4,mild_noise_latency_30ms,combined,18,624018,0.01,0.01,30.0,1,0,0,225.7722518480673,809,907.4202270507812,9.964393615722656,9.964393615722656,16.57801628112793,14.784446201896197,1196.31920347269,0.7585101237334573,1.318373965897656
sac,4,mild_noise_latency_30ms,combined,19,624019,0.01,0.01,30.0,1,0,0,222.89789576257166,790,925.364990234375,9.927276611328125,9.927276611328125,19.58262062072754,14.43625362281558,1140.1989180358967,0.8115820630915929,1.232161287782358
