method,model_seed,city_seed,city_split,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,0,1113000,0.03,0.03,50.0,1,0,0,237.55925010738056,897,868.441162109375,9.731578826904297,9.731578826904297,9.192466735839844,13.798942653364694,1237.828147811729,0.7015845968962915,1.4253448613664765
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,1,1113001,0.03,0.03,50.0,1,0,0,206.1185457377614,948,968.7734985351562,9.82684326171875,9.82684326171875,0.23398971557617188,13.796988295854899,1308.5203809796374,0.7403579742562924,1.3506979525742588
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,2,1113002,0.03,0.03,50.0,1,0,0,140.84194528313822,981,940.2650756835938,9.925765037536621,9.925765037536621,1.03546142578125,13.0729247557643,1282.397197930414,0.7332089287164949,1.3638677337856908
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,3,1113003,0.03,0.03,50.0,1,0,0,197.55643478322793,926,948.9566650390625,9.990817070007324,9.990817070007324,2.8138771057128906,13.648090661086995,1263.531076935659,0.7510354769749639,1.3314950234146334
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,4,1113004,0.03,0.03,50.0,1,0,0,235.43094399739863,990,864.1002807617188,9.925533294677734,9.925533294677734,4.1802496910095215,13.18500742539011,1305.1838440482688,0.6620525412585189,1.5104541372185734
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,5,1113005,0.03,0.03,50.0,1,0,0,163.02301793552408,931,920.114990234375,9.90800666809082,9.90800666809082,1.1564521789550781,13.569930590056963,1263.5475287953034,0.7281997465593042,1.3732495853300335
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,6,1113006,0.03,0.03,50.0,1,0,0,232.70350564343994,946,961.1585693359375,9.814461708068848,9.814461708068848,7.6668381690979,13.521134049519423,1278.4676308532078,0.7518051659192118,1.3301318550762113
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,7,1113007,0.03,0.03,50.0,1,0,0,234.4289556315359,1121,997.4844970703125,9.918891906738281,9.918891906738281,5.5304107666015625,13.365456048661741,1497.865020628672,0.6659375066063404,1.5016424065015697
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,8,1113008,0.03,0.03,50.0,1,0,0,198.0097134979042,899,880.9963989257812,9.847885131835938,9.847885131835938,1.6574630737304688,13.382654536154963,1202.4888435862804,0.7326441352240025,1.3649191359380153
HW_GA_SAC,2,3,city1_4_unseen,moderate_noise_latency_50ms,combined,9,1113009,0.03,0.03,50.0,1,0,0,236.82480049738746,923,935.6657104492188,9.748686790466309,9.748686790466309,12.305961608886719,13.6521627651134,1259.8146770048188,0.7427010714573853,1.3464367272794193
