method,model_seed,city_seed,city_split,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,0,1412000,0.03,0.03,50.0,1,0,0,216.2573586036277,860,915.5096435546875,9.945640563964844,9.945640563964844,12.338714599609375,13.491736375176629,1160.0399420837039,0.7892052767685028,1.2670974579574807
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,1,1412001,0.03,0.03,50.0,1,0,0,199.17773350142338,1097,932.3025512695312,9.931548118591309,9.931548118591309,1.5005074739456177,11.750459181360473,1288.7310734283058,0.7234267648947139,1.3823099289746876
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,2,1412002,0.03,0.03,50.0,1,0,0,203.41016350232906,1036,869.3279418945312,9.992362976074219,9.992362976074219,5.287506103515625,11.935887161944363,1236.099476580695,0.7032831567078006,1.4219023880526105
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,3,1412003,0.03,0.03,50.0,1,0,0,217.63094573896177,1889,877.7936401367188,9.931050300598145,9.931050300598145,15.809407234191895,9.952374733333679,1878.6817901222032,0.4672391273242823,2.140231717593207
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,4,1412004,0.03,0.03,50.0,1,0,0,214.8095797636223,862,915.7529907226562,9.935690879821777,9.935690879821777,19.02067756652832,13.241906566368177,1141.3423835283936,0.8023473095703842,1.2463430587627304
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,5,1412005,0.03,0.03,50.0,1,0,0,215.3203749498149,1096,936.9131469726562,9.935632705688477,9.935632705688477,32.94573211669922,12.229292852056288,1340.3636066353731,0.6989992434400154,1.4306167129432878
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,6,1412006,0.03,0.03,50.0,1,0,0,216.03954318927705,882,941.107421875,9.991593360900879,9.991593360900879,12.857955932617188,13.619039502273612,1201.5647227110323,0.7832348970362786,1.2767561861504764
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,7,1412007,0.03,0.03,50.0,1,0,0,216.3833523437737,939,959.439208984375,9.939582824707031,9.939582824707031,25.94620132446289,13.07681679027403,1227.6255470054982,0.7815406019569239,1.2795240547913556
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,8,1412008,0.03,0.03,50.0,1,0,0,216.1869617687193,919,988.566162109375,9.95306396484375,9.95306396484375,10.569671630859375,13.373865694812903,1229.2215388338896,0.80422131477389,1.2434388166908432
HW_GA_SAC,5,2,city1_4_unseen,moderate_noise_latency_50ms,combined,9,1412009,0.03,0.03,50.0,1,0,0,217.58512456264813,886,941.8558959960938,9.945564270019531,9.945564270019531,16.912200927734375,13.215787125629442,1170.849413884833,0.8044210338467458,1.2431300996916932
