method,model_seed,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
td3,5,moderate_noise_latency_50ms,combined,0,625000,0.03,0.03,50.0,1,0,0,225.515917723559,966,978.55126953125,9.854747772216797,9.854747772216797,7.75142240524292,13.633781748652211,1316.5470766707829,0.7432710055501855,1.3454042906729262
td3,5,moderate_noise_latency_50ms,combined,1,625001,0.03,0.03,50.0,1,0,0,226.3600933317354,849,872.7487182617188,9.884795188903809,9.884795188903809,10.932456970214844,13.778064018143922,1170.04549502269,0.7459100709966787,1.3406441860528957
td3,5,moderate_noise_latency_50ms,combined,2,625002,0.03,0.03,50.0,1,0,0,230.7328109239171,945,967.0244140625,9.999357223510742,9.999357223510742,17.289958953857422,14.218272586474344,1343.3268296244908,0.7198727761082676,1.3891343487194212
td3,5,moderate_noise_latency_50ms,combined,3,625003,0.03,0.03,50.0,0,0,1,-16.997400517738782,2200,965.429931640625,26.86957359313965,12.994114875793457,22.150793075561523,6.962735727212646,1523.0065075022308,0.6338974435663801,nan
td3,5,moderate_noise_latency_50ms,combined,4,625004,0.03,0.03,50.0,1,0,0,228.49576018057542,855,904.9091186523438,9.983346939086914,9.983346939086914,16.598527908325195,14.76888077565801,1262.6124086074253,0.7166958858343522,1.395291949856577
td3,5,moderate_noise_latency_50ms,combined,5,625005,0.03,0.03,50.0,1,0,0,227.07680001057957,829,903.5234985351562,9.930824279785156,9.930824279785156,35.263519287109375,14.826731503081696,1229.2616825746716,0.7350131476015251,1.3605198808527068
td3,5,moderate_noise_latency_50ms,combined,6,625006,0.03,0.03,50.0,1,0,0,228.43290222482494,890,918.3694458007812,9.844459533691406,9.844459533691406,18.4940128326416,14.308207771550403,1273.108392624432,0.7213599809106757,1.3862704148593845
td3,5,moderate_noise_latency_50ms,combined,7,625007,0.03,0.03,50.0,1,0,0,223.80176147767654,847,944.392333984375,9.985657691955566,9.985657691955566,17.45134925842285,14.751850951238675,1249.9616498048892,0.7555370471820383,1.3235618342340016
td3,5,moderate_noise_latency_50ms,combined,8,625008,0.03,0.03,50.0,1,0,0,229.69526607443785,849,889.9378051757812,9.968141555786133,9.968141555786133,17.027780532836914,14.180357249662087,1204.1621631302303,0.7390514603634282,1.3530857506299367
td3,5,moderate_noise_latency_50ms,combined,9,625009,0.03,0.03,50.0,1,0,0,229.5702149120835,910,948.4121704101562,9.989950180053711,9.989950180053711,32.74699401855469,14.47830869286925,1318.0026812311178,0.7195828839469924,1.3896939773148695
td3,5,moderate_noise_latency_50ms,combined,10,625010,0.03,0.03,50.0,1,0,0,227.4086032948165,855,924.5685424804688,9.929347038269043,9.929347038269043,12.154448509216309,14.689130948022095,1255.9611569676492,0.7361442170016756,1.3584294719763095
td3,5,moderate_noise_latency_50ms,combined,11,625011,0.03,0.03,50.0,1,0,0,227.29690050792414,863,917.6607666015625,9.97506046295166,9.97506046295166,32.469970703125,14.981543609676052,1293.1748518594004,0.709618475244935,1.4092079545347738
td3,5,moderate_noise_latency_50ms,combined,12,625012,0.03,0.03,50.0,1,0,0,226.95040090723143,831,902.1724853515625,9.911158561706543,9.911158561706543,34.812225341796875,14.828023601525096,1232.4765112020505,0.7319997396718432,1.366120704425799
td3,5,moderate_noise_latency_50ms,combined,13,625013,0.03,0.03,50.0,1,0,0,224.96046920220078,966,978.2221069335938,9.974997520446777,9.974997520446777,8.575535774230957,13.784207736544975,1331.6223548627522,0.7346092556657456,1.3612679016598312
td3,5,moderate_noise_latency_50ms,combined,14,625014,0.03,0.03,50.0,1,0,0,229.44803140004433,882,944.9492797851562,9.868935585021973,9.868935585021973,32.407470703125,14.622109171417025,1289.9167884362898,0.7325660757781727,1.365064576513107
td3,5,moderate_noise_latency_50ms,combined,15,625015,0.03,0.03,50.0,1,0,0,229.49884387995456,942,993.0421142578125,9.980181694030762,9.980181694030762,25.284271240234375,14.986095374493589,1411.4042371031387,0.703584478601254,1.421293434425996
td3,5,moderate_noise_latency_50ms,combined,16,625016,0.03,0.03,50.0,1,0,0,229.06885078191067,890,965.6187744140625,9.899352073669434,9.899352073669434,19.05040740966797,14.749423836389285,1313.1556178716794,0.7353422254546697,1.3599110256203357
td3,5,moderate_noise_latency_50ms,combined,17,625017,0.03,0.03,50.0,1,0,0,226.01218423352654,868,927.0332641601562,9.973612785339355,9.973612785339355,14.946402549743652,14.260090431035389,1237.7908568080254,0.7489417610910128,1.3352173052057623
td3,5,moderate_noise_latency_50ms,combined,18,625018,0.03,0.03,50.0,1,0,0,226.9072009375873,855,929.4476928710938,9.898789405822754,9.898789405822754,27.815452575683594,14.894619638041446,1273.5985153602005,0.7297807603114442,1.370274545979036
td3,5,moderate_noise_latency_50ms,combined,19,625019,0.03,0.03,50.0,1,0,0,230.21920471020408,934,990.0968017578125,9.923704147338867,9.923704147338867,34.00306701660156,15.055012441549362,1406.6617941196614,0.7038627237170751,1.4207315806113925
