method,model_seed,city_seed,city_split,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,0,1012000,0.03,0.03,50.0,1,0,0,241.93038044150228,943,886.9220581054688,9.926485061645508,9.926485061645508,19.262924194335938,15.247294246518347,1437.84578917208,0.616840877362908,1.6211636366823767
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,1,1012001,0.03,0.03,50.0,1,0,0,241.77838704531598,954,886.0040283203125,9.900200843811035,9.900200843811035,19.274459838867188,15.19395703139795,1449.309991077704,0.6113281725612626,1.6357826203401213
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,2,1012002,0.03,0.03,50.0,1,0,0,244.20645580726477,1028,939.744873046875,9.982588768005371,9.982588768005371,20.184616088867188,14.843341668872053,1526.0296192353976,0.6158103756319783,1.6238765041490983
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,3,1012003,0.03,0.03,50.0,0,0,1,-1.0542378200377414,2200,981.9526977539062,19.65675926208496,14.397907257080078,19.92718505859375,9.352341213903644,2055.5652954125417,0.477704454315003,nan
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,4,1012004,0.03,0.03,50.0,1,0,0,245.81784050654022,1005,856.7237548828125,9.944059371948242,9.944059371948242,17.928958892822266,14.906587195544693,1498.0715407359482,0.5718844071104476,1.7486051159406253
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,5,1012005,0.03,0.03,50.0,1,0,0,240.11972222189587,988,933.6959228515625,9.844576835632324,9.844576835632324,19.916656494140625,14.757661992540726,1457.591184172969,0.640574622699394,1.5610983710000568
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,6,1012006,0.03,0.03,50.0,1,0,0,241.52690239236875,1013,863.7432861328125,9.927189826965332,9.927189826965332,7.456664085388184,14.707715063551689,1490.1954802560333,0.579617437830647,1.7252759056779459
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,7,1012007,0.03,0.03,50.0,1,0,0,244.94463971595974,999,878.254638671875,9.897128105163574,9.897128105163574,19.403335571289062,15.13232300165776,1511.8132429175157,0.5809279967524351,1.721383726710204
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,8,1012008,0.03,0.03,50.0,1,0,0,249.15821735156615,1134,970.5687866210938,9.942071914672852,9.942071914672852,19.614837646484375,15.193887958030432,1722.9841192359718,0.5633068673038473,1.7752313313457277
HW_GA_SAC,1,2,city1_4_unseen,moderate_noise_latency_50ms,combined,9,1012009,0.03,0.03,50.0,1,0,0,244.6035549397304,1027,885.5841064453125,9.977570533752441,9.977570533752441,13.853592872619629,14.927022637735904,1532.7505751231822,0.5777744408115071,1.730779226916754
