method,model_seed,city_seed,episode,eval_seed,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch,city_split
td3,4,42,37,1352037,0,0,1,-7.619313882428429,2200,932.9968872070312,27.280750274658203,19.249616622924805,2.3004150390625,8.152269239452751,1791.3271784725891,0.520841138581155,nan,city42_train_replay
td3,4,42,38,1352038,1,0,0,240.058598241867,1615,937.6844482421875,9.931676864624023,9.931676864624023,3.439697265625,9.508075705438207,1534.092369937695,0.6112307619913854,1.6360433115997095,city42_train_replay
td3,4,42,39,1352039,0,0,1,2.6081622299435594,2200,860.2780151367188,24.70817756652832,13.454611778259277,3.8292312622070312,7.800755035741763,1713.9700452354484,0.5019212660852204,nan,city42_train_replay
td3,4,42,40,1352040,1,0,0,230.41992820519758,1643,917.9805297851562,9.945231437683105,9.945231437683105,3.377734422683716,9.265232438440375,1520.127747778954,0.6038838059014513,1.6559477009111774,city42_train_replay
td3,4,42,41,1352041,0,0,1,9.637815485049245,2200,936.1306762695312,26.703046798706055,14.757426261901855,5.178007125854492,7.4636395765976475,1639.1529748625253,0.5711063522597968,nan,city42_train_replay
td3,4,42,42,1352042,1,0,0,207.944972424094,1621,863.3969116210938,9.963748931884766,9.963748931884766,0.3451251983642578,9.257015803211784,1498.8781774182064,0.5760287424480894,1.7360244833444538,city42_train_replay
td3,4,42,43,1352043,0,0,1,-2.9388345232334245,2200,992.1268920898438,28.035078048706055,26.454683303833008,3.7233314514160156,7.356079893318767,1612.7548062053054,0.6151752816190615,nan,city42_train_replay
td3,4,42,44,1352044,0,0,1,-23.136660767942857,2200,990.4415893554688,16.47824478149414,14.310595512390137,1.7300643920898438,8.30847666350278,1825.714869390446,0.5424952197963688,nan,city42_train_replay
td3,4,42,45,1352045,0,0,1,-34.476983891491834,2200,854.4972534179688,27.420944213867188,27.420944213867188,1.3669052124023438,6.394118083112619,1399.4541100035194,0.6105932644092344,nan,city42_train_replay
td3,4,42,46,1352046,1,0,0,222.45367011091997,1767,956.1463012695312,9.941149711608887,9.941149711608887,2.8548145294189453,8.902914071334374,1570.6169899259046,0.6087711436985273,1.642653418039169,city42_train_replay
td3,4,42,47,1352047,0,0,1,2.7175283594496165,2200,873.4295043945312,25.34786033630371,20.05885887145996,3.483562469482422,7.909345113364133,1737.9759008005872,0.5025555900931605,nan,city42_train_replay
td3,4,42,48,1352048,0,0,1,-7.359911277016934,2200,970.2923583984375,27.155250549316406,17.020944595336914,2.1210174560546875,7.9122515841505745,1738.2646801993503,0.5581959809982223,nan,city42_train_replay
td3,4,42,49,1352049,1,0,0,252.6483310851914,1807,962.8717651367188,9.985306739807129,9.985306739807129,6.304828643798828,8.856743029619226,1598.7310792553096,0.6022725007543015,1.6603779829687964,city42_train_replay
td3,4,42,50,1352050,0,0,1,8.453059155205267,2200,983.5514526367188,13.743183135986328,11.867508888244629,4.227458953857422,8.205390493246641,1803.1944539231326,0.5454494663605737,nan,city42_train_replay
td3,4,42,51,1352051,0,0,1,0.35762929383344044,2200,929.5634765625,26.823970794677734,14.934879302978516,2.6695079803466797,7.752788048386574,1703.5419982529072,0.5456651362372208,nan,city42_train_replay
td3,4,42,52,1352052,0,0,1,2.8378342029651265,2200,852.2399291992188,26.61671257019043,17.670583724975586,4.212310791015625,7.5678028859604485,1662.332410974194,0.51267720196815,nan,city42_train_replay
td3,4,42,53,1352053,1,0,0,252.21313461027316,1703,979.4472045898438,9.98376750946045,9.98376750946045,5.513082981109619,9.162109965096484,1559.0356264712918,0.6282391421719569,1.591750549866706,city42_train_replay
td3,4,42,54,1352054,0,0,1,-67.32106612445699,2200,986.4324340820312,26.494827270507812,15.10229778289795,0.9807281494140625,8.88419775441289,1952.8084550121087,0.5051352740460737,nan,city42_train_replay
td3,4,42,55,1352055,0,0,1,6.567413262974128,2200,985.5419921875,28.158273696899414,16.35427474975586,3.4969406127929688,8.264203549298372,1816.5350260089601,0.542539493088001,nan,city42_train_replay
td3,4,42,56,1352056,0,0,1,-0.16690543455317197,2200,955.9487915039062,23.700946807861328,19.73322296142578,3.7097320556640625,8.105344490950758,1781.1067562792045,0.5367161671436906,nan,city42_train_replay
td3,4,42,57,1352057,1,0,0,183.8346221798375,1860,876.4781494140625,9.998614311218262,9.998614311218262,0.40768906474113464,7.837682534113366,1454.987124968094,0.6023958111885579,1.6600381035634173,city42_train_replay
td3,4,42,58,1352058,0,0,1,-7.667196254444789,2200,913.3497314453125,25.414241790771484,18.12420654296875,2.6091995239257812,8.274554829109798,1818.4171651016304,0.5022773371116225,nan,city42_train_replay
td3,4,42,59,1352059,0,0,1,7.335077592757827,2200,911.4049682617188,26.371519088745117,13.792131423950195,4.420619487762451,8.039246780520136,1766.6883995522664,0.5158832584697431,nan,city42_train_replay
td3,4,42,60,1352060,0,0,1,4.96516840688119,2200,914.478515625,25.040897369384766,17.421396255493164,3.5056610107421875,7.622017060179602,1674.5816078707185,0.5460937295183764,nan,city42_train_replay
td3,4,42,61,1352061,0,0,1,5.907745490068066,2200,916.37646484375,26.29326629638672,19.07991600036621,4.060964584350586,7.618867814297026,1673.7764839052054,0.5474903451300067,nan,city42_train_replay
td3,4,42,62,1352062,1,0,0,224.35894119807278,2055,988.4982299804688,9.967501640319824,9.967501640319824,2.2751007080078125,7.901451431762273,1619.329053549425,0.6104369138648928,1.6381709187091014,city42_train_replay
td3,4,42,63,1352063,1,0,0,174.8918563877657,2099,986.1137084960938,9.971512794494629,9.971512794494629,1.06695556640625,8.166907336635639,1710.286894262411,0.5765779482987685,1.734370873791768,city42_train_replay
td3,4,42,64,1352064,1,0,0,239.77051625127987,1550,901.3369140625,9.97692584991455,9.97692584991455,1.9665966033935547,9.243598261187154,1431.0581341056106,0.6298394821156736,1.5877061194082849,city42_train_replay
td3,4,42,65,1352065,0,0,1,8.19864451903831,2200,997.6837158203125,19.60417938232422,10.67372989654541,2.991861343383789,8.07206986516714,1773.6260659155469,0.562510742818446,nan,city42_train_replay
td3,4,42,66,1352066,1,0,0,234.74042490400166,1448,852.0380249023438,9.965463638305664,9.965463638305664,3.9086124897003174,9.499325969601204,1373.3356685858728,0.620414982580107,1.6118243886395534,city42_train_replay
td3,4,42,67,1352067,0,0,1,8.12663321817081,2200,939.5405883789062,25.521574020385742,13.416997909545898,7.1935882568359375,8.409764626838944,1848.324545484673,0.508320138189009,nan,city42_train_replay
td3,4,42,68,1352068,1,0,0,234.71177512421406,1353,858.0863647460938,9.94937801361084,9.94937801361084,2.907787322998047,10.543604550410974,1425.5637086199902,0.6019277564078563,1.6613289374919877,city42_train_replay
td3,4,42,69,1352069,0,0,1,-16.93323405963244,2200,878.8975219726562,22.342269897460938,22.342269897460938,2.2326507568359375,6.733051675978032,1476.4849621707638,0.5952634429005493,nan,city42_train_replay
td3,4,42,70,1352070,0,0,1,2.2677546208503827,2200,916.8419799804688,27.08795928955078,20.483558654785156,4.130283355712891,7.673169526633891,1685.3717105176154,0.5439998632105235,nan,city42_train_replay
td3,4,42,71,1352071,0,0,1,-12.209025641120789,2200,956.4555053710938,28.821081161499023,23.525604248046875,1.6761856079101562,7.798716831234368,1713.2890984735063,0.5582569259462804,nan,city42_train_replay
td3,4,42,72,1352072,0,0,1,-2.8554418407880178,2200,940.4882202148438,26.841054916381836,18.43828010559082,3.639476776123047,8.193808719583533,1800.5586767491532,0.5223313365787462,nan,city42_train_replay
td3,4,42,73,1352073,0,0,1,-30.210376569299264,2200,959.161376953125,27.400936126708984,22.160907745361328,0.9586906433105469,8.20037845018235,1802.2450473540664,0.5322036414311697,nan,city42_train_replay
td3,4,42,74,1352074,0,0,1,10.391464299600614,2200,959.3256225585938,27.353334426879883,17.40138053894043,6.813016891479492,8.070710361030969,1773.4727036441252,0.5409305824596989,nan,city42_train_replay
td3,4,42,75,1352075,0,0,1,12.819035817418921,2200,996.79736328125,27.531572341918945,18.645923614501953,7.451831340789795,7.966510717381131,1750.827692423815,0.5693292193141527,nan,city42_train_replay
td3,4,42,76,1352076,0,0,1,-26.304310601917322,2200,867.2084350585938,27.03526496887207,14.328895568847656,1.6040287017822266,7.592164929644628,1668.057617511895,0.5198911751934191,nan,city42_train_replay
td3,4,42,77,1352077,0,0,1,-36.45898860452282,2200,985.0716552734375,28.304401397705078,21.148107528686523,1.6590347290039062,7.523746258792552,1652.7402828057634,0.5960232624094678,nan,city42_train_replay
td3,4,42,78,1352078,1,0,0,230.97481179205914,1636,957.6734008789062,9.918313026428223,9.918313026428223,2.6709747314453125,9.506442907642036,1553.2087799360215,0.6165773804847755,1.621856447626677,city42_train_replay
td3,4,42,79,1352079,0,0,1,10.341613113844545,2200,906.69287109375,27.85538101196289,13.89474868774414,6.648976802825928,7.556225013610992,1659.9908304532996,0.5462035418871297,nan,city42_train_replay
td3,4,42,80,1352080,0,0,1,-5.7865316336989,2200,991.0198364257812,15.215033531188965,14.364500999450684,0.686309814453125,7.997544103210623,1756.870084851476,0.5640825949344804,nan,city42_train_replay
td3,4,42,81,1352081,1,0,0,251.98788670766118,1429,851.265380859375,9.9647216796875,9.9647216796875,5.196305274963379,9.723420658672165,1388.5618137171111,0.6130554451735784,1.631173832436744,city42_train_replay
td3,4,42,82,1352082,1,0,0,207.0098603084405,1681,984.87890625,9.99690055847168,9.99690055847168,0.17044639587402344,9.24423247260185,1552.3909577192417,0.6344271082955643,1.5762252068430282,city42_train_replay
td3,4,42,83,1352083,0,0,1,6.432806407119614,2200,855.6483154296875,20.710969924926758,13.26096248626709,4.681009292602539,7.092895220822909,1557.9798375932262,0.5492037154675228,nan,city42_train_replay
td3,4,42,84,1352084,1,0,0,227.95028895884553,1936,980.0046997070312,9.937968254089355,9.937968254089355,1.9685134887695312,8.665989354283603,1676.1326538650292,0.5846820640640931,1.710331240621706,city42_train_replay
td3,4,42,85,1352085,1,0,0,253.1822344548506,1739,972.4066162109375,9.926658630371094,9.926658630371094,4.681958198547363,9.331852120390701,1621.4845663071442,0.5997014318955551,1.667496435416485,city42_train_replay
td3,4,42,86,1352086,0,0,1,-69.4173912895575,2200,991.0926513671875,25.87853240966797,13.517976760864258,0.2638130187988281,8.663403930230574,1904.3051404055889,0.5204484461750176,nan,city42_train_replay
td3,4,42,87,1352087,0,0,1,-23.362939148721864,2200,910.1390991210938,28.731565475463867,10.972445487976074,1.9102287292480469,8.20259962474758,1802.4568909033662,0.5049436154142609,nan,city42_train_replay
td3,4,42,88,1352088,1,0,0,232.98880132178914,1731,938.4012451171875,9.93838882446289,9.93838882446289,2.3732452392578125,9.174252205677352,1586.8213866203382,0.5913716899895229,1.690983888690574,city42_train_replay
td3,4,42,89,1352089,0,0,1,-34.44640540578249,2200,973.1929321289062,26.985960006713867,15.670504570007324,1.4672203063964844,7.965199112865058,1750.2411620924145,0.5560336216555742,nan,city42_train_replay
td3,4,42,90,1352090,1,0,0,253.02972665119995,1705,982.6517333984375,9.893664360046387,9.893664360046387,6.832649230957031,8.977520536572353,1529.2615991173018,0.6425661469336766,1.5562600127193074,city42_train_replay
td3,4,42,91,1352091,0,0,1,1.4188064445934856,2200,888.34375,24.366546630859375,14.783980369567871,2.527772903442383,7.856814177740704,1726.2396295964843,0.514612070519812,nan,city42_train_replay
td3,4,42,92,1352092,1,0,0,222.6035603844269,1626,969.5690307617188,9.983506202697754,9.983506202697754,1.7042808532714844,9.521942307111814,1546.8407772702863,0.6268059680148332,1.5953900425790701,city42_train_replay
td3,4,42,93,1352093,1,0,0,252.49788811658473,1773,996.6510009765625,9.955004692077637,9.955004692077637,7.5980377197265625,9.164706036692209,1623.7730441663657,0.613787132725951,1.6292293316068729,city42_train_replay
td3,4,42,94,1352094,0,0,1,-12.597776523661693,2200,986.2117919921875,27.2808837890625,13.151253700256348,3.8238296508789062,8.625641236223958,1895.7889847274128,0.5202117956888491,nan,city42_train_replay
td3,4,42,95,1352095,0,0,1,-0.810100579032067,2200,973.3160400390625,64.60818481445312,51.48855972290039,4.089874267578125,8.21720367232507,1805.7565430183477,0.5390073450389669,nan,city42_train_replay
td3,4,42,96,1352096,1,0,0,223.49418657157366,1605,858.5440673828125,9.984707832336426,9.984707832336426,0.2930316925048828,9.272177825687088,1486.74546494276,0.577465401864109,1.7317054784094634,city42_train_replay
td3,4,42,97,1352097,0,0,1,-52.40100171860308,2200,959.7391967773438,91.61563873291016,87.37751007080078,1.0821800231933594,7.790885466933251,1711.4117648412207,0.5607880093464154,nan,city42_train_replay
td3,4,42,98,1352098,1,0,0,221.7535455610921,1804,895.7825927734375,9.940811157226562,9.940811157226562,1.3853511810302734,8.427437317923141,1518.2111767489644,0.5900250284625291,1.6948433570788892,city42_train_replay
td3,4,42,99,1352099,1,0,0,244.86096250798525,1734,995.4689331054688,9.973437309265137,9.973437309265137,4.086433410644531,9.571199908560397,1658.0662203606369,0.6003794787453964,1.6656132253049094,city42_train_replay
td3,4,42,100,1352100,0,0,1,-14.974776295704217,2200,949.6783447265625,28.317007064819336,20.08799934387207,2.1929473876953125,7.830618267248977,1720.0987100969028,0.5521068873268685,nan,city42_train_replay
td3,4,42,101,1352101,1,0,0,254.11104927761335,1883,962.1891479492188,9.93474006652832,9.93474006652832,7.284539222717285,8.740600139488265,1644.0812860816168,0.5852442674792742,1.7086882444951312,city42_train_replay
td3,4,42,102,1352102,0,0,1,-29.088362079977948,2200,955.0386352539062,28.654773712158203,15.280362129211426,1.4242362976074219,8.495652133849534,1867.2799394242936,0.5114598058330541,nan,city42_train_replay
td3,4,42,103,1352103,1,0,0,252.6808635418725,1593,967.052001953125,9.98215389251709,9.98215389251709,7.552276134490967,9.495610624607899,1511.379694964421,0.639847157650143,1.5628732394038112,city42_train_replay
td3,4,42,104,1352104,0,0,1,9.111001271027021,2200,893.8629760742188,26.03669548034668,14.692330360412598,5.247737884521484,7.9538823934238065,1747.351537608876,0.5115530314509039,nan,city42_train_replay
td3,4,42,105,1352105,0,0,1,2.2500394030845996,2200,931.652099609375,26.537508010864258,13.935977935791016,3.8586502075195312,7.75571956450289,1704.0482277981441,0.5467287160136265,nan,city42_train_replay
td3,4,42,106,1352106,0,0,1,12.06421620681185,2200,893.3181762695312,25.259281158447266,18.567121505737305,9.22544002532959,8.025169458443468,1763.4658651956727,0.5065695877081292,nan,city42_train_replay
td3,4,42,107,1352107,0,0,1,-19.18095407635265,2200,988.4248657226562,27.234619140625,11.591540336608887,1.2758216857910156,7.974673374268142,1751.8535683586788,0.564216600962098,nan,city42_train_replay
td3,4,42,108,1352108,0,0,1,9.374969483666632,2200,989.6004638671875,27.8924560546875,17.42272186279297,7.05430793762207,8.131042850261386,1786.7735506782367,0.5538477237317218,nan,city42_train_replay
td3,4,42,109,1352109,0,0,1,-5.435384016798736,2200,897.6862182617188,26.697538375854492,16.913394927978516,3.0003318786621094,8.059850046797232,1771.1926253406878,0.5068258558772225,nan,city42_train_replay
td3,4,42,110,1352110,0,0,1,0.7171725188686793,2200,870.1851196289062,27.523582458496094,14.819509506225586,2.8370933532714844,7.359045759385283,1616.4176150063026,0.5383417698188802,nan,city42_train_replay
td3,4,42,111,1352111,0,0,1,5.6930969423315645,2200,853.5532836914062,28.28822135925293,14.976483345031738,3.8704872131347656,7.502919347204945,1648.2551090724107,0.5178526546001492,nan,city42_train_replay
td3,4,42,112,1352112,0,0,1,-5.358918537629563,2200,959.1652221679688,26.936317443847656,17.512317657470703,0.5777664184570312,8.57114106538621,1883.7482533717862,0.5091790903859503,nan,city42_train_replay
td3,4,42,113,1352113,0,0,1,11.664799182438358,2200,950.7891845703125,27.805034637451172,10.02939224243164,6.065769195556641,8.042358884113757,1767.183061554169,0.5380252930526226,nan,city42_train_replay
td3,4,42,114,1352114,0,0,1,-1.0102111567203025,2200,949.7141723632812,27.728178024291992,16.942317962646484,3.931793212890625,7.99164371364496,1755.7126308087313,0.5409280287092403,nan,city42_train_replay
td3,4,42,115,1352115,0,0,1,7.539641919862376,2200,915.870361328125,27.615459442138672,18.231300354003906,5.108104705810547,8.084496782300148,1776.2234234856617,0.5156279042480031,nan,city42_train_replay
td3,4,42,116,1352116,0,0,1,5.592078060966358,2200,875.8648681640625,26.622318267822266,14.924403190612793,6.77804708480835,7.198888106942177,1581.2116544055734,0.5539200686535082,nan,city42_train_replay
td3,4,42,117,1352117,0,0,1,-9.610771627509209,2200,906.3567504882812,26.15456771850586,14.21537971496582,2.267913818359375,7.588100131695921,1667.2065182308856,0.5436379600111203,nan,city42_train_replay
td3,4,42,118,1352118,0,0,1,5.349902695790533,2200,977.19140625,27.27763557434082,20.10283088684082,3.1319923400878906,7.71630152463913,1695.1654292892622,0.5764578426187645,nan,city42_train_replay
td3,4,42,119,1352119,0,0,1,2.2884083739276946,2200,974.2423095703125,26.128889083862305,10.9441499710083,4.592973709106445,8.121311542310497,1785.0212911437022,0.5457875009132771,nan,city42_train_replay
td3,4,42,120,1352120,0,0,1,-2.9686285493026787,2200,927.1885986328125,26.559123992919922,17.356103897094727,2.566427230834961,8.035968058136376,1765.8006712632682,0.5250811225309446,nan,city42_train_replay
td3,4,42,121,1352121,0,0,1,-7.966795947684986,2200,924.03857421875,26.444215774536133,14.925250053405762,3.0344581604003906,7.476261041516607,1641.2749351795062,0.563000478720945,nan,city42_train_replay
td3,4,42,122,1352122,0,0,1,-17.282438532683912,2200,953.2609252929688,293.0038757324219,291.2917785644531,5.98636531829834,5.938057625761086,1301.9717334064926,0.7321671437511525,nan,city42_train_replay
td3,4,42,123,1352123,0,0,1,9.61928866046749,2200,936.668212890625,27.07575798034668,17.95644187927246,4.100521087646484,8.135973008139567,1787.955371797494,0.523876729623827,nan,city42_train_replay
td3,4,42,124,1352124,1,0,0,230.1625102115804,1694,994.0711059570312,9.930872917175293,9.930872917175293,0.4133739471435547,9.120068443672997,1543.625566547373,0.6439846083791356,1.5528321437944463,city42_train_replay
td3,4,42,125,1352125,0,0,1,7.4485435289740565,2200,933.0462036132812,26.585100173950195,16.155160903930664,4.531526565551758,7.366156636828726,1617.5841802163573,0.576814619619044,nan,city42_train_replay
td3,4,42,126,1352126,0,0,1,5.271732284100125,2200,949.6149291992188,12.566307067871094,12.253039360046387,3.1125640869140625,8.490829717002132,1866.455389771223,0.5087798692663187,nan,city42_train_replay
td3,4,42,127,1352127,0,0,1,-2.719189948693298,2200,950.4893798828125,22.367847442626953,18.35273551940918,2.8922252655029297,7.631875040250068,1676.5720256747388,0.5669242748460429,nan,city42_train_replay
td3,4,42,128,1352128,0,0,1,-23.512263307709958,2200,916.2103271484375,27.487438201904297,16.454872131347656,2.258869171142578,8.061771324683319,1771.5421735906123,0.5171823402270104,nan,city42_train_replay
td3,4,42,129,1352129,1,0,0,218.96439269997973,1433,867.695068359375,9.962308883666992,9.962308883666992,1.1482315063476562,10.142952148180614,1452.3860958257924,0.5974272756074713,1.673843898377736,city42_train_replay
td3,4,42,130,1352130,0,0,1,-22.490921976730704,2200,977.5214233398438,26.911396026611328,19.56585693359375,2.4172706604003906,8.645304584205151,1900.2243362345432,0.514424220709059,nan,city42_train_replay
td3,4,42,131,1352131,1,0,0,245.04791176838475,1849,934.5238647460938,9.997538566589355,9.997538566589355,1.5757579803466797,8.921430032484722,1647.783872545862,0.5671398296320463,1.7632335938189851,city42_train_replay
td3,4,42,132,1352132,0,0,1,4.775301424651104,2200,931.6651611328125,24.060649871826172,16.91615867614746,1.710205078125,8.276698259101673,1818.9843619806206,0.5121897585300618,nan,city42_train_replay
td3,4,42,133,1352133,0,0,1,-35.57093464939416,2200,914.1185913085938,89.63484954833984,74.69105529785156,1.7747650146484375,7.625241595262831,1675.4231265812055,0.545604615816605,nan,city42_train_replay
td3,4,42,134,1352134,0,0,1,-3.244768221007405,2200,989.383544921875,29.229753494262695,21.62619972229004,4.129825592041016,8.343401389501311,1833.474902699664,0.5396220823448833,nan,city42_train_replay
td3,4,42,135,1352135,1,0,0,242.55460980588987,2155,948.2426147460938,9.97167682647705,9.97167682647705,3.329387664794922,8.277292919255741,1781.2982332864938,0.5323323164120513,1.8785258177449273,city42_train_replay
td3,4,42,136,1352136,1,0,0,253.52756416842686,1692,993.9527587890625,9.943974494934082,9.943974494934082,7.718286037445068,9.454512043836269,1598.2776897177134,0.6218899038530743,1.6080016636453658,city42_train_replay
td3,4,42,137,1352137,1,0,0,235.1814316750476,1852,931.7969970703125,9.97000789642334,9.97000789642334,2.22119140625,9.127567605004842,1688.7242926002368,0.551775681295829,1.8123306878105419,city42_train_replay
td3,4,42,138,1352138,1,0,0,224.66316808253944,1876,970.330078125,9.97061538696289,9.97061538696289,1.3783073425292969,8.562876912798963,1604.3045876209023,0.6048290864541798,1.653359638939516,city42_train_replay
td3,4,42,139,1352139,0,0,1,13.03179153874268,2200,910.9960327148438,24.701168060302734,12.066062927246094,5.622227191925049,7.655360550880432,1681.9361545492986,0.5416353232260231,nan,city42_train_replay
td3,4,42,140,1352140,0,0,1,0.5964805329921745,2200,961.2666015625,27.11409568786621,20.40199851989746,2.5873756408691406,7.740451440188018,1700.413185208991,0.5653135425695693,nan,city42_train_replay
td3,4,42,141,1352141,0,0,1,14.613039616743507,2200,886.7249145507812,26.046913146972656,15.58103084564209,11.79092788696289,8.20268646368249,1802.5036229167115,0.49194071139559326,nan,city42_train_replay
td3,4,42,142,1352142,0,0,1,-18.33041058511219,2200,909.55419921875,25.550561904907227,15.191492080688477,2.677043914794922,7.8920065582340415,1734.2765560900036,0.5244574148366374,nan,city42_train_replay
td3,4,42,143,1352143,0,0,1,4.8799891737718895,2200,954.8923950195312,26.152978897094727,18.556228637695312,4.543891906738281,7.6903277341886,1689.375095809021,0.5652340900421792,nan,city42_train_replay
td3,4,42,144,1352144,0,0,1,11.675223756269375,2200,951.1058959960938,25.03016471862793,18.12032127380371,6.528770446777344,8.023258131065152,1762.9910881047329,0.5394842335922189,nan,city42_train_replay
td3,4,42,145,1352145,1,0,0,243.0696264542529,1775,947.1557006835938,9.965941429138184,9.965941429138184,3.6395645141601562,9.105437034116665,1614.5706836276786,0.5866300622748137,1.704651814334633,city42_train_replay
td3,4,42,146,1352146,0,0,1,10.946080672926769,2200,972.7100830078125,25.984092712402344,14.45744800567627,7.889715194702148,7.55996837366711,1660.5365267750399,0.5857806000190382,nan,city42_train_replay
td3,4,42,147,1352147,0,0,1,-13.668348510484122,2200,985.9844970703125,26.83774185180664,13.555530548095703,1.9222259521484375,7.987161336188967,1755.2824813038071,0.5617241142507915,nan,city42_train_replay
td3,4,42,148,1352148,0,0,1,-14.687231937828514,2200,940.0458374023438,26.96639060974121,12.871073722839355,2.360595703125,7.830977974161506,1720.4876203144033,0.5463833777720289,nan,city42_train_replay
td3,4,42,149,1352149,0,0,1,-9.603840859364198,2200,994.340087890625,26.80331802368164,15.726397514343262,2.9286842346191406,8.459411062571135,1859.3179347055727,0.5347875526452559,nan,city42_train_replay
td3,4,42,150,1352150,0,0,1,8.262211733587364,2200,913.6669921875,24.615535736083984,13.689022064208984,2.6741905212402344,7.565406841256402,1661.5205308461987,0.5498981055155406,nan,city42_train_replay
td3,4,42,151,1352151,0,0,1,9.802315691793453,2200,919.7479858398438,28.283369064331055,21.224231719970703,6.970921993255615,8.03916088158434,1766.4130875200442,0.5206868044275669,nan,city42_train_replay
td3,4,42,152,1352152,1,0,0,253.3824399098875,2143,931.765380859375,9.941606521606445,9.941606521606445,5.744194030761719,8.386698614477389,1795.1507872506365,0.5190457467288419,1.926612454301483,city42_train_replay
td3,4,42,153,1352153,0,0,1,-2.9560666145851826,2200,927.559814453125,25.402406692504883,14.671440124511719,1.6071491241455078,7.974368292418394,1752.4379952487493,0.5292967950751735,nan,city42_train_replay
td3,4,42,154,1352154,0,0,1,7.483888236191802,2200,995.6088256835938,27.97364616394043,14.048367500305176,3.1389007568359375,8.001521992195736,1758.1567312067348,0.5662799044088885,nan,city42_train_replay
td3,4,42,155,1352155,0,0,1,-8.895089326481468,2200,987.79052734375,26.836124420166016,14.106429100036621,3.0959625244140625,8.389813879999247,1843.9827661567565,0.5356831666070887,nan,city42_train_replay
td3,4,42,156,1352156,1,0,0,157.8514526991086,1618,976.0413818359375,9.892759323120117,9.892759323120117,1.8094654083251953,9.88127967217944,1597.0833080013,0.6111399304882992,1.6362864707612914,city42_train_replay
td3,4,42,157,1352157,0,0,1,2.7054412722330596,2200,962.0477905273438,26.22154998779297,22.992618560791016,4.394755840301514,7.858039819151163,1726.1026063669647,0.5573526086912212,nan,city42_train_replay
td3,4,42,158,1352158,1,0,0,-35.90484953815778,2115,878.6074829101562,9.941668510437012,9.941668510437012,0.3210639953613281,7.82630617772152,1651.995928893645,0.5318460339660563,1.880243409061169,city42_train_replay
td3,4,42,159,1352159,0,0,1,-10.914683812582751,2200,869.0570068359375,26.760494232177734,11.4402437210083,2.775787353515625,7.665505297129805,1684.3116267181763,0.5159716248763688,nan,city42_train_replay
td3,4,42,160,1352160,0,0,1,-13.480279685476575,2200,933.7418823242188,27.98785972595215,20.615779876708984,2.1134986877441406,8.194944219860163,1800.6619222226202,0.5185547996548227,nan,city42_train_replay
td3,4,42,161,1352161,0,0,1,3.15023628398356,2200,986.280029296875,27.013057708740234,14.397088050842285,3.6575965881347656,7.541413407650861,1656.8858741901045,0.5952612938890401,nan,city42_train_replay
td3,4,42,162,1352162,0,0,1,13.27989755144209,2200,923.6126098632812,27.22908592224121,18.27525520324707,9.607070922851562,7.580805705081333,1665.3644549116784,0.5546008905974065,nan,city42_train_replay
td3,4,42,163,1352163,0,0,1,-22.88996251626631,2200,862.7129516601562,25.010723114013672,10.614027976989746,0.37276458740234375,8.0099323775687,1760.1526876981097,0.49013529206286865,nan,city42_train_replay
td3,4,42,164,1352164,1,0,0,241.386597560903,1781,936.451416015625,9.95460033416748,9.95460033416748,4.192707061767578,8.501532679843073,1512.303796242473,0.61922175844719,1.6149303320795445,city42_train_replay
td3,4,42,165,1352165,0,0,1,15.469678974943719,2200,985.4795532226562,27.32345199584961,15.521976470947266,10.505806922912598,8.484724421555345,1864.810089875146,0.5284610795347191,nan,city42_train_replay
td3,4,42,166,1352166,0,0,1,-24.72767333997625,2200,876.8419799804688,26.304767608642578,20.40110969543457,0.3835334777832031,7.436045995910059,1633.0449561121843,0.5369368287741326,nan,city42_train_replay
td3,4,42,167,1352167,1,0,0,248.68815851065432,1550,885.784423828125,9.93430233001709,9.93430233001709,5.604546070098877,9.452450096299572,1463.9197301530344,0.605077181202775,1.6526817256803434,city42_train_replay
td3,4,42,168,1352168,0,0,1,6.37468766494122,2200,856.3328857421875,27.14485740661621,18.174415588378906,3.4278526306152344,7.8029144746065136,1714.7563891914788,0.49939040387302785,nan,city42_train_replay
td3,4,42,169,1352169,0,0,1,4.55953971236778,2200,870.6968383789062,25.72040367126465,15.186310768127441,6.115262031555176,7.226106035045602,1587.309205200009,0.5485363756012452,nan,city42_train_replay
td3,4,42,170,1352170,0,0,1,-5.520825059942936,2200,952.1201171875,28.605934143066406,20.406715393066406,2.07098388671875,8.343485466241837,1833.6490679997867,0.5192488212731504,nan,city42_train_replay
td3,4,42,171,1352171,0,0,1,7.940151803472602,2200,918.7705688476562,26.475677490234375,13.891618728637695,6.137065887451172,7.816436878740787,1717.0224588080173,0.5350952540745918,nan,city42_train_replay
td3,4,42,172,1352172,0,0,1,0.5401127003386677,2200,872.248779296875,26.014406204223633,17.622751235961914,3.9811906814575195,7.395063942792741,1624.1260170479543,0.5370573281513542,nan,city42_train_replay
td3,4,42,173,1352173,1,0,0,231.70437241247296,1728,959.023681640625,9.998917579650879,9.998917579650879,2.9869518280029297,9.140836512497454,1578.6110656088763,0.6075110599017155,1.6460605674599278,city42_train_replay
