method,method_label,wind_level,success_rate_mean,success_rate_std,collision_rate_mean,collision_rate_std,timeout_rate_mean,timeout_rate_std,average_return_mean,average_return_std,final_distance_mean,final_distance_std,path_length_mean,path_length_std,straight_line_distance_mean,straight_line_distance_std,path_efficiency_mean,path_efficiency_std,minimum_clearance_mean,minimum_clearance_std,average_speed_mean,average_speed_std,episode_steps_mean,episode_steps_std,trained_seeds
HW_GA_SAC,HW_GA_SAC,default,0.9763333333333333,0.017925772879665118,0.012000000000000004,0.018193405398660257,0.011666666666666667,0.01934769581457527,212.7380902479225,25.533294937933235,15.592915377934773,5.616837001294357,1309.4427757116594,238.49211246371397,923.9039613037108,1.3923737144427707e-13,0.7223788222814879,0.1326671999859875,9.20436835043953,6.538476787284133,13.854638638468145,0.8724271451790783,949.7689999999999,117.61001965393928,3
sac,SAC,default,0.8976666666666667,0.136617470820292,0.014666666666666666,0.02023198787399135,0.08766666666666667,0.1163887165206891,182.91985615670615,49.597371590476435,20.380889392217004,7.986624541958086,1116.0943850094952,84.05001906333297,923.9039613037108,1.3923737144427707e-13,0.8420198303246919,0.04754774023481524,15.56939429253766,10.061153183294536,12.927157621910965,1.4065807585358907,927.0530000000002,222.17363789837896,3
td3,TD3,default,0.8489999999999999,0.03200000000000003,0.055000000000000014,0.0831925477431723,0.09600000000000002,0.09020532135079394,159.92336325750844,25.466388512005544,21.051205341974896,10.523715399773579,1281.111067729746,102.68707734368104,923.9039613037108,1.3923737144427707e-13,0.7432397825011483,0.05802282284017997,4.256513257785022,0.38549118417365486,12.27642785453552,0.952729560513311,1129.2619999999997,134.79952244722523,3

