method,method_label,wind_level,success_rate_mean,success_rate_std,collision_rate_mean,collision_rate_std,timeout_rate_mean,timeout_rate_std,average_return_mean,average_return_std,final_distance_mean,final_distance_std,path_length_mean,path_length_std,straight_line_distance_mean,straight_line_distance_std,path_efficiency_mean,path_efficiency_std,minimum_clearance_mean,minimum_clearance_std,average_speed_mean,average_speed_std,episode_steps_mean,episode_steps_std,trained_seeds
HW_GA_SAC,HW_GA_SAC,no_wind,0.9836666666666667,0.017616280348965053,0.012333333333333337,0.01962990915244728,0.004,0.005196152422706632,214.69388763531364,27.71060405734678,15.947611175855002,5.885169219180064,1304.5317608066773,232.1280320296251,923.9039613037108,1.3923737144427707e-13,0.7243232393747445,0.1315335302655649,9.206742458585447,6.587342093362351,13.955104315530379,0.893368145003145,936.709,107.48768326185099,3
HW_GA_SAC,HW_GA_SAC,strong,0.9329999999999999,0.07372923436466704,0.013999999999999999,0.019924858845171273,0.053,0.08328865468957942,203.30976448311011,15.95758343685096,15.965883849779765,5.935821860963295,1325.4890480298834,261.0744799942715,923.9039613037108,1.3923737144427707e-13,0.7176693725498011,0.13836560702365708,9.110791641785433,6.512996232114144,13.330445723993966,0.6127862495007337,1018.1633333333334,181.44417796207549,3
sac,SAC,no_wind,0.8886666666666666,0.15305010072957592,0.021333333333333333,0.03175426480542942,0.09000000000000001,0.12130952147296599,179.97349370257848,54.64441195170411,21.916381688753763,10.26650221229996,1115.868638180882,82.94563777139149,923.9039613037108,1.3923737144427707e-13,0.8421394321666144,0.046932984030617506,15.530789493170838,10.05333815282939,12.954449869710436,1.3967985729381365,926.0113333333334,221.44206426136233,3
sac,SAC,strong,0.8966666666666668,0.140015475335169,0.018666666666666668,0.02454248017893329,0.08466666666666667,0.11547438388375722,182.6224402825807,51.98512611352433,21.67509270350138,9.406670320429043,1109.0563880761522,76.79174683444026,923.9039613037108,1.3923737144427707e-13,0.845434805016871,0.04444942147748098,15.414418443408252,10.107366498941282,12.765229323149713,1.340352070747925,928.1999999999998,209.1095500473376,3
td3,TD3,no_wind,0.8386666666666667,0.04015387071420801,0.054333333333333324,0.08550048732804585,0.107,0.10194606417120772,158.38038238758404,26.13995940753075,20.495769408861797,12.639843400449418,1295.3753022707265,95.52135357661265,923.9039613037108,1.3923737144427707e-13,0.7381902965052708,0.05368464363618904,4.306532914373169,0.4208388528085792,12.277360517307953,0.9870126434052093,1145.6936666666666,130.67700067469153,3
td3,TD3,strong,0.867,0.05575840743780259,0.05799999999999999,0.08227393268830654,0.075,0.08351646544245031,164.77022281625605,32.955429661851795,23.031101004918415,11.941467360556091,1245.0977198892294,85.52945737002898,923.9039613037108,1.3923737144427707e-13,0.7553670613317548,0.05371632520025676,4.19575990948143,0.42786316510806893,12.09347649051948,0.7809982415550256,1104.3876666666667,122.20872678059204,3

