method,model_seed,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch,city_seed,city_split
TD3,2,latency_50ms,latency_curve,9,622009,0.0,0.0,50.0,1,0,0,181.12498402164522,1021,976.6701049804688,9.896885871887207,9.896885871887207,0.9895439147949219,12.494124765377437,1275.22618574907,0.765879901067724,1.3056877437387846,,
TD3,2,latency_50ms,latency_curve,10,622010,0.0,0.0,50.0,1,0,0,235.24616198606796,986,943.4453735351562,9.991361618041992,9.991361618041992,4.365631103515625,12.727396554202144,1254.6153972918582,0.7519797505846206,1.3298230427382627,,
TD3,2,latency_50ms,latency_curve,11,622011,0.0,0.0,50.0,0,0,1,-8.057301068245849,2200,901.2645874023438,22.054841995239258,12.245697021484375,5.200706481933594,9.631138947362249,2117.200942708918,0.4256868439937463,nan,,
TD3,2,latency_50ms,latency_curve,12,622012,0.0,0.0,50.0,1,0,0,233.01613487732004,1016,954.2322998046875,9.958677291870117,9.958677291870117,5.338611602783203,12.329806386603146,1252.5478226086211,0.7618330275145533,1.3126235853313633,,
TD3,2,latency_50ms,latency_curve,13,622013,0.0,0.0,50.0,1,0,0,227.0989035807122,852,853.5851440429688,9.849143028259277,9.849143028259277,4.572154998779297,13.058364938262482,1112.4456056054278,0.7673050616964062,1.3032626134241017,,
TD3,2,latency_50ms,latency_curve,14,622014,0.0,0.0,50.0,1,0,0,227.68847337447363,1153,885.2396240234375,9.897751808166504,9.897751808166504,5.077419281005859,11.42884069097011,1317.5967872627639,0.6718592763591015,1.4884069256573171,,
TD3,2,latency_50ms,latency_curve,15,622015,0.0,0.0,50.0,1,0,0,236.12708747301212,1038,865.669921875,9.977131843566895,9.977131843566895,8.322853088378906,11.987869219513527,1244.1092670868795,0.6958150258795138,1.4371635604390618,,
TD3,2,latency_50ms,latency_curve,16,622016,0.0,0.0,50.0,1,0,0,233.03813084116516,969,956.0162963867188,9.967681884765625,9.967681884765625,4.154930114746094,12.962326060815247,1255.7458033101611,0.761313550773292,1.313519244448317,,
TD3,2,latency_50ms,latency_curve,17,622017,0.0,0.0,50.0,1,0,0,200.64623307628395,1352,958.60693359375,9.995532989501953,9.995532989501953,0.46544647216796875,10.541534713827646,1424.2694641753749,0.6730516645238654,1.4857700421964286,,
TD3,2,latency_50ms,latency_curve,18,622018,0.0,0.0,50.0,1,0,0,207.1079003378975,1028,858.4149169921875,9.973219871520996,9.973219871520996,1.4470863342285156,12.100402296459164,1244.3796490903521,0.6898336192010961,1.4496249126827294,,
TD3,2,latency_50ms,latency_curve,19,622019,0.0,0.0,50.0,1,0,0,225.6027241159219,952,882.5296020507812,9.942852973937988,9.942852973937988,4.660491943359375,12.148798255234205,1156.5684419080308,0.7630586916195308,1.3105151818369047,,
TD3,2,mild_noise_latency_30ms,combined,0,622000,0.01,0.01,30.0,1,0,0,237.87507184444,1327,966.9483032226562,9.98034954071045,9.98034954071045,12.230098724365234,11.310013625346905,1499.9275385318692,0.6446633443166904,1.5511972393279907,,
TD3,2,mild_noise_latency_30ms,combined,1,622001,0.01,0.01,30.0,1,0,0,219.14102472096926,1009,902.021728515625,9.951831817626953,9.951831817626953,2.943500518798828,11.912158421647797,1201.379013365369,0.7508219458477405,1.3318736959278896,,
TD3,2,mild_noise_latency_30ms,combined,2,622002,0.01,0.01,30.0,1,0,0,213.4640115012348,1005,987.1622314453125,9.98425579071045,9.98425579071045,2.0712814331054688,12.673365646808302,1273.3544371141807,0.7752454482999492,1.2899140552104102,,
TD3,2,mild_noise_latency_30ms,combined,3,622003,0.01,0.01,30.0,1,0,0,192.5160295530423,1249,916.1939086914062,9.863551139831543,9.863551139831543,1.3875274658203125,11.108043890079562,1387.0431711709225,0.6605374134951892,1.5139187872925581,,
TD3,2,mild_noise_latency_30ms,combined,4,622004,0.01,0.01,30.0,1,0,0,207.46508096453323,1236,939.122802734375,9.902348518371582,9.902348518371582,2.543193817138672,11.08169009828259,1368.7006888833466,0.6861418353639887,1.4574246146491185,,
TD3,2,mild_noise_latency_30ms,combined,5,622005,0.01,0.01,30.0,1,0,0,207.3245424252617,1106,993.1757202148438,9.921111106872559,9.921111106872559,0.15208816528320312,11.692602589483934,1293.2692630913468,0.7679574150249431,1.3021555367982485,,
TD3,2,mild_noise_latency_30ms,combined,6,622006,0.01,0.01,30.0,1,0,0,234.84492169924698,988,880.147705078125,9.978726387023926,9.978726387023926,4.803688049316406,12.021194312736572,1187.6111779827302,0.7411076296647351,1.3493316759569505,,
TD3,2,mild_noise_latency_30ms,combined,7,622007,0.01,0.01,30.0,0,0,1,-10.967355237162025,2200,993.8678588867188,12.415823936462402,10.297355651855469,3.0055999755859375,8.450879740586336,1856.730868171711,0.5352783625907842,nan,,
TD3,2,mild_noise_latency_30ms,combined,8,622008,0.01,0.01,30.0,1,0,0,173.66020665158027,934,895.55712890625,9.99750804901123,9.99750804901123,1.0072860717773438,12.649058964446475,1181.0244661438048,0.7582883797745172,1.3187594939768923,,
TD3,2,mild_noise_latency_30ms,combined,9,622009,0.01,0.01,30.0,1,0,0,97.16740620543862,1037,976.6701049804688,9.920953750610352,9.920953750610352,0.0,12.28636552857571,1274.5499730945228,0.7662862387491787,1.3049953782705481,,
TD3,2,mild_noise_latency_30ms,combined,10,622010,0.01,0.01,30.0,1,0,0,234.91060120207518,988,943.4453735351562,9.94320011138916,9.94320011138916,4.176750183105469,12.69706085897409,1254.1576153991443,0.7522542318055441,1.3293378192101653,,
TD3,2,mild_noise_latency_30ms,combined,11,622011,0.01,0.01,30.0,0,0,1,-16.599273164621323,2200,901.2645874023438,25.82801628112793,10.93036937713623,1.6575164794921875,9.719654059057886,2136.872263214934,0.42176811544476095,nan,,
TD3,2,mild_noise_latency_30ms,combined,12,622012,0.01,0.01,30.0,1,0,0,233.2896169472956,1016,954.2322998046875,9.888999938964844,9.888999938964844,5.397014617919922,12.31644466707087,1251.1813974789732,0.7626650314074255,1.311191622558852,,
TD3,2,mild_noise_latency_30ms,combined,13,622013,0.01,0.01,30.0,1,0,0,169.3253824061795,874,853.5851440429688,9.88088607788086,9.88088607788086,0.23315048217773438,12.727499130115902,1112.4305555700678,0.767315442540633,1.3032449818668224,,
TD3,2,mild_noise_latency_30ms,combined,14,622014,0.01,0.01,30.0,0,0,1,-14.77598711764314,2200,885.2396240234375,16.720623016357422,10.853531837463379,5.163501739501953,9.586194533759897,2107.601546666664,0.4200222880949736,nan,,
TD3,2,mild_noise_latency_30ms,combined,15,622015,0.01,0.01,30.0,1,0,0,236.384823211861,997,865.669921875,9.977458000183105,9.977458000183105,8.088146209716797,12.175396469435697,1213.3726736562385,0.7134410891803663,1.4016574250704366,,
TD3,2,mild_noise_latency_30ms,combined,16,622016,0.01,0.01,30.0,1,0,0,231.1046182169024,1261,956.0162963867188,9.98214340209961,9.98214340209961,3.7271690368652344,11.553350803731076,1457.1266896150037,0.6560968948000765,1.5241651163502556,,
TD3,2,mild_noise_latency_30ms,combined,17,622017,0.01,0.01,30.0,1,0,0,154.00379335574,1375,958.60693359375,9.973892211914062,9.973892211914062,0.0,10.474693577820604,1439.2095449195808,0.6660648805294814,1.501355242157581,,
TD3,2,mild_noise_latency_30ms,combined,18,622018,0.01,0.01,30.0,1,0,0,212.34069615116528,1029,858.4149169921875,9.974285125732422,9.974285125732422,1.6137847900390625,12.092933650788343,1244.3175591468214,0.6898680410656329,1.4495525817594175,,
TD3,2,mild_noise_latency_30ms,combined,19,622019,0.01,0.01,30.0,1,0,0,233.343800463576,945,882.5296020507812,9.872296333312988,9.872296333312988,6.4645233154296875,12.232028455456728,1156.3822050370356,0.7631815832227514,1.3103041556338604,,
TD3,2,moderate_noise_latency_50ms,combined,0,622000,0.03,0.03,50.0,1,0,0,237.7428399571776,1146,966.9483032226562,9.910100936889648,9.910100936889648,10.51898193359375,11.833325888577972,1355.9090813269763,0.7131365344026909,1.4022560221761464,,
TD3,2,moderate_noise_latency_50ms,combined,1,622001,0.03,0.03,50.0,1,0,0,216.126316290457,1020,902.021728515625,9.942900657653809,9.942900657653809,2.2499771118164062,11.809138733440754,1203.892286181627,0.7492545129403214,1.3346599623079622,,
TD3,2,moderate_noise_latency_50ms,combined,2,622002,0.03,0.03,50.0,1,0,0,109.9840096964356,1725,987.1622314453125,9.981681823730469,9.981681823730469,0.0,10.380397127469381,1789.6923948314616,0.5515820675643399,1.8129668435664905,,
TD3,2,moderate_noise_latency_50ms,combined,3,622003,0.03,0.03,50.0,1,0,0,213.87550561509096,1467,916.1939086914062,9.971532821655273,9.971532821655273,2.654052734375,10.694982489275136,1568.0694984106,0.5842814426401783,1.7115039551510045,,
TD3,2,moderate_noise_latency_50ms,combined,4,622004,0.03,0.03,50.0,1,0,0,222.59539870244714,1203,939.122802734375,9.924764633178711,9.924764633178711,3.5109214782714844,11.267639568024443,1354.7886577883435,0.6931876771595269,1.4426107574469544,,
TD3,2,moderate_noise_latency_50ms,combined,5,622005,0.03,0.03,50.0,1,0,0,226.4550465859446,1099,993.1757202148438,9.968277931213379,9.968277931213379,3.753528594970703,11.68129286319153,1283.3519313551892,0.7738919433939478,1.2921700613840768,,
TD3,2,moderate_noise_latency_50ms,combined,6,622006,0.03,0.03,50.0,1,0,0,234.2175810266632,996,880.147705078125,9.965998649597168,9.965998649597168,4.565570831298828,11.993037322618397,1194.4645252269936,0.7368554582321007,1.3571182635998225,,
TD3,2,moderate_noise_latency_50ms,combined,7,622007,0.03,0.03,50.0,1,0,0,226.9400927741765,2040,993.8678588867188,9.995731353759766,9.995731353759766,2.6838951110839844,8.174699733990664,1664.6883810984893,0.5970293720863771,1.674959468920939,,
TD3,2,moderate_noise_latency_50ms,combined,8,622008,0.03,0.03,50.0,1,0,0,181.73350091277538,937,895.55712890625,9.910650253295898,9.910650253295898,1.1228866577148438,12.603248778885686,1181.1736844051495,0.7581925848248653,1.3189261145715236,,
TD3,2,moderate_noise_latency_50ms,combined,9,622009,0.03,0.03,50.0,1,0,0,188.79934190305832,1039,976.6701049804688,9.96743392944336,9.96743392944336,0.12097930908203125,12.246747998232102,1272.4079514209245,0.7675762351923382,1.302802189738745,,
TD3,2,moderate_noise_latency_50ms,combined,10,622010,0.03,0.03,50.0,1,0,0,235.1701989635832,988,943.4453735351562,9.921510696411133,9.921510696411133,4.3164215087890625,12.677250209728234,1252.4055939410541,0.7533065790343001,1.32748077320916,,
TD3,2,moderate_noise_latency_50ms,combined,11,622011,0.03,0.03,50.0,1,0,0,231.99514022088655,1171,901.2645874023438,9.926764488220215,9.926764488220215,6.833000183105469,11.481022025050514,1344.1530089152018,0.6705074358533848,1.4914077704854314,,
TD3,2,moderate_noise_latency_50ms,combined,12,622012,0.03,0.03,50.0,1,0,0,232.7315390335187,1012,954.2322998046875,9.853839874267578,9.853839874267578,5.46331787109375,12.34443819622984,1249.6963850376096,0.7635713051822343,1.3096353846892395,,
TD3,2,moderate_noise_latency_50ms,combined,13,622013,0.03,0.03,50.0,1,0,0,228.0289422311258,851,853.5851440429688,9.996320724487305,9.996320724487305,4.5218505859375,13.052032567499387,1111.2312953105761,0.7681435427935835,1.301840013343341,,
TD3,2,moderate_noise_latency_50ms,combined,14,622014,0.03,0.03,50.0,0,0,1,-22.187060677930816,2200,885.2396240234375,23.194202423095703,10.336169242858887,3.7040939331054688,9.534478824355386,2096.02297403697,0.4223425196139207,nan,,
TD3,2,moderate_noise_latency_50ms,combined,15,622015,0.03,0.03,50.0,1,0,0,236.3936448628668,997,865.669921875,9.939544677734375,9.939544677734375,8.6229248046875,12.108825333797585,1207.4167219241158,0.7169603552413,1.3947772602620967,,
TD3,2,moderate_noise_latency_50ms,combined,16,622016,0.03,0.03,50.0,1,0,0,232.52875437700533,1089,956.0162963867188,9.818198204040527,9.818198204040527,4.134860992431641,12.233564772553352,1332.6439998798346,0.7173831094222638,1.3939553174109973,,
TD3,2,moderate_noise_latency_50ms,combined,17,622017,0.03,0.03,50.0,0,1,0,-129.12932764176958,1055,958.60693359375,142.262939453125,142.262939453125,0.0,11.573690529231211,1221.0432580783865,0.7850720498652562,nan,,
TD3,2,moderate_noise_latency_50ms,combined,18,622018,0.03,0.03,50.0,0,0,1,-29.493071152156567,2200,858.4149169921875,22.224699020385742,11.127436637878418,1.6025619506835938,9.698338902673939,2132.193774006278,0.40259704697442755,nan,,
TD3,2,moderate_noise_latency_50ms,combined,19,622019,0.03,0.03,50.0,1,0,0,233.99475798195505,944,882.5296020507812,9.930758476257324,9.930758476257324,6.6807861328125,12.23323143273592,1154.3052321968364,0.7645547966296397,1.3079507242754413,,
TD3,3,clean,clean,0,623000,0.0,0.0,0.0,1,0,0,206.5383531553306,785,861.2958984375,9.907548904418945,9.907548904418945,3.4751853942871094,13.95588485845335,1094.4417846692752,0.786972784210511,1.270691973170581,,
TD3,3,clean,clean,1,623001,0.0,0.0,0.0,1,0,0,206.95717902974604,895,973.6227416992188,9.958606719970703,9.958606719970703,0.5610198974609375,13.864381553940268,1239.6079887393153,0.7854279341079399,1.2731912841064956,,
TD3,3,clean,clean,2,623002,0.0,0.0,0.0,1,0,0,212.68613546131206,847,960.2919921875,9.926997184753418,9.926997184753418,5.341312408447266,14.649012334372104,1240.160214928765,0.7743289783269327,1.2914407544977424,,
TD3,3,clean,clean,3,623003,0.0,0.0,0.0,1,0,0,207.35785424632402,792,939.3120727539062,9.90675163269043,9.90675163269043,0.6714057922363281,14.740172617212691,1166.4783703353287,0.8052545993492201,1.2418432639914962,,
TD3,3,clean,clean,4,623004,0.0,0.0,0.0,1,0,0,102.4680265790739,921,869.5516967773438,9.882538795471191,9.882538795471191,0.034603118896484375,12.766452793254397,1174.7776244994595,0.7401840813471705,1.3510152747137605,,
TD3,3,clean,clean,5,623005,0.0,0.0,0.0,1,0,0,216.29430262832489,739,867.2506103515625,9.991096496582031,9.991096496582031,4.010124206542969,13.837041456338033,1021.2089590625923,0.8492391323590089,1.1775246357550775,,
TD3,3,clean,clean,6,623006,0.0,0.0,0.0,1,0,0,212.54387023384865,926,923.0767211914062,9.95123291015625,9.95123291015625,6.452308654785156,13.901878280207097,1286.2123903121471,0.7176705248247434,1.3933970609204023,,
TD3,3,clean,clean,7,623007,0.0,0.0,0.0,0,1,0,-165.8079538332253,1684,917.030029296875,133.53013610839844,23.868568420410156,0.0446929931640625,10.802810339279242,1817.7095054427818,0.5044975704594187,nan,,
TD3,3,clean,clean,8,623008,0.0,0.0,0.0,0,1,0,-163.92694812482995,1918,941.2423706054688,135.20626831054688,11.053476333618164,0.0290374755859375,10.47005517875564,2006.6019806327968,0.4690727805962999,nan,,
TD3,3,clean,clean,9,623009,0.0,0.0,0.0,1,0,0,218.71420486025247,887,946.314697265625,9.935376167297363,9.935376167297363,5.015830993652344,13.319544448659009,1180.394741656082,0.8016934198960891,1.247359620501331,,
TD3,3,clean,clean,10,623010,0.0,0.0,0.0,0,1,0,-174.76481407405151,1823,858.9344482421875,132.74781799316406,16.241159439086914,0.0,10.268896467137717,1870.658530571994,0.45916153814536625,nan,,
TD3,3,clean,clean,11,623011,0.0,0.0,0.0,1,0,0,220.98141869067706,788,886.1159057617188,9.951495170593262,9.951495170593262,7.066406726837158,14.173674304246298,1116.1488852595137,0.7939047536258477,1.259596942117922,,
TD3,3,clean,clean,12,623012,0.0,0.0,0.0,1,0,0,192.1251681050727,1030,977.1332397460938,9.919792175292969,9.919792175292969,1.5653114318847656,13.244133578284274,1363.2379903678207,0.7167737743887621,1.395140329810145,,
TD3,3,clean,clean,13,623013,0.0,0.0,0.0,1,0,0,215.4686316583931,802,973.2979125976562,9.983939170837402,9.983939170837402,3.435373306274414,14.690525245934056,1177.0680371758024,0.8268833082350432,1.2093604865896606,,
TD3,3,clean,clean,14,623014,0.0,0.0,0.0,1,0,0,221.24158216341863,803,950.5586547851562,9.939435005187988,9.939435005187988,7.871886730194092,14.290658656790722,1146.2466131173944,0.829279357432486,1.2058662633253991,,
TD3,3,clean,clean,15,623015,0.0,0.0,0.0,1,0,0,217.9638141526112,681,853.6591796875,9.896279335021973,9.896279335021973,14.442880630493164,15.188918992636312,1033.2810765134377,0.82616356680795,1.2104140634810394,,
TD3,3,clean,clean,16,623016,0.0,0.0,0.0,1,0,0,209.53313883840178,1078,971.5382690429688,9.981340408325195,9.981340408325195,4.379154205322266,12.604334410798351,1357.8052737882028,0.7155210601977041,1.39758290234489,,
TD3,3,clean,clean,17,623017,0.0,0.0,0.0,1,0,0,207.35196782347037,850,858.71923828125,9.987223625183105,9.987223625183105,2.5087242126464844,13.419984032757142,1139.828838763838,0.7533756026146385,1.3273591506407105,,
TD3,3,clean,clean,18,623018,0.0,0.0,0.0,1,0,0,209.16309214400425,944,899.87109375,9.9984130859375,9.9984130859375,3.611970901489258,12.781820890698897,1204.6852572808605,0.7469760987871075,1.3387309200705841,,
TD3,3,clean,clean,19,623019,0.0,0.0,0.0,1,0,0,216.25531030415837,801,926.1054077148438,9.991511344909668,9.991511344909668,5.738883972167969,14.46722820129585,1157.4282086401217,0.8001406919250202,1.2497802075209394,,
TD3,3,mild_noise,noise_curve,0,623000,0.01,0.01,0.0,1,0,0,208.12162937816126,786,861.2958984375,9.997732162475586,9.997732162475586,3.074199676513672,13.947058794910975,1095.2552690204145,0.7863882720307153,1.2716364619956353,,
TD3,3,mild_noise,noise_curve,1,623001,0.01,0.01,0.0,1,0,0,220.63133564542665,914,973.6227416992188,9.982035636901855,9.982035636901855,3.4610443115234375,13.724773550907424,1253.0901783838542,0.7769773943603384,1.2870387314463236,,
TD3,3,mild_noise,noise_curve,2,623002,0.01,0.01,0.0,1,0,0,209.17545349008074,864,960.2919921875,9.988052368164062,9.988052368164062,4.573577880859375,14.334948202664101,1237.5502311514003,0.7759620320979271,1.2887228480707404,,
TD3,3,mild_noise,noise_curve,3,623003,0.01,0.01,0.0,1,0,0,217.67180859587353,791,939.3120727539062,9.98399543762207,9.98399543762207,3.4402008056640625,14.716070153695142,1162.787547556516,0.8078105710091051,1.2379139811835027,,
TD3,3,mild_noise,noise_curve,4,623004,0.01,0.01,0.0,1,0,0,196.46578041597647,911,869.5516967773438,9.949769973754883,9.949769973754883,2.185749053955078,12.846292625863256,1169.4857514769426,0.7435333826677133,1.3449295261123497,,
TD3,3,mild_noise,noise_curve,5,623005,0.01,0.01,0.0,1,0,0,216.1974753204939,745,867.2506103515625,9.829160690307617,9.829160690307617,3.3400745391845703,13.751477801399743,1023.4334689444989,0.8473932470138845,1.1800896496684201,,
TD3,3,mild_noise,noise_curve,6,623006,0.01,0.01,0.0,1,0,0,211.30917515005746,947,923.0767211914062,9.99290943145752,9.99290943145752,5.894146919250488,13.67325370238726,1293.953740472819,0.71337691010044,1.4017835254286612,,
TD3,3,mild_noise,noise_curve,7,623007,0.01,0.01,0.0,0,1,0,-159.51379452816113,1619,917.030029296875,131.20639038085938,23.579124450683594,0.0439605712890625,10.821423011256119,1750.739133531307,0.5237959280930624,nan,,
TD3,3,mild_noise,noise_curve,8,623008,0.01,0.01,0.0,1,0,0,215.5077216713006,802,941.2423706054688,9.965802192687988,9.965802192687988,1.9812355041503906,14.824283391906139,1188.0604433711615,0.7922512493848056,1.2622258415831016,,
TD3,3,mild_noise,noise_curve,9,623009,0.01,0.01,0.0,1,0,0,217.05563976510496,863,946.314697265625,9.927773475646973,9.927773475646973,4.98504638671875,13.450666481553473,1159.5439419914303,0.8161093883517687,1.2253259358033124,,
TD3,3,mild_noise,noise_curve,10,623010,0.01,0.01,0.0,0,1,0,-186.15680937618825,1993,858.9344482421875,132.64984130859375,14.439347267150879,0.017791748046875,10.123352309416958,2015.9968305220782,0.42605942392268104,nan,,
TD3,3,mild_noise,noise_curve,11,623011,0.01,0.01,0.0,1,0,0,222.6879949388749,792,886.1159057617188,9.945169448852539,9.945169448852539,9.103568077087402,14.162603817353345,1120.6242766941848,0.7907341686151399,1.2646475132741004,,
TD3,3,mild_noise,noise_curve,12,623012,0.01,0.01,0.0,1,0,0,186.0875594869307,1033,977.1332397460938,9.939738273620605,9.939738273620605,1.2149276733398438,13.212149041896868,1363.773872327295,0.7164921249580806,1.395688752417909,,
TD3,3,mild_noise,noise_curve,13,623013,0.01,0.01,0.0,1,0,0,219.83667854861955,812,973.2979125976562,9.983611106872559,9.983611106872559,12.13569164276123,14.517908616606238,1177.8891945551907,0.8263068522037043,1.2102041721341992,,
TD3,3,mild_noise,noise_curve,14,623014,0.01,0.01,0.0,1,0,0,221.36328113068976,801,950.5586547851562,9.893973350524902,9.893973350524902,7.812052249908447,14.320010751969507,1146.145858138737,0.8293522574245472,1.2057602677846186,,
TD3,3,mild_noise,noise_curve,15,623015,0.01,0.01,0.0,1,0,0,218.08676331035312,682,853.6591796875,9.948965072631836,9.948965072631836,14.29326057434082,15.17277610948708,1034.1149543300257,0.825497374458299,1.2113908910445799,,
TD3,3,mild_noise,noise_curve,16,623016,0.01,0.01,0.0,1,0,0,214.4656928712215,1071,971.5382690429688,9.929803848266602,9.929803848266602,5.773319244384766,12.494356572461061,1336.4872529895272,0.7269341827763633,1.375640358774604,,
TD3,3,mild_noise,noise_curve,17,623017,0.01,0.01,0.0,1,0,0,206.62477520602147,855,858.71923828125,9.896244049072266,9.896244049072266,4.837434768676758,13.311846401886633,1137.0479499701437,0.7552181403640875,1.3241207361861091,,
TD3,3,mild_noise,noise_curve,18,623018,0.01,0.01,0.0,1,0,0,197.26792445999382,961,899.87109375,9.867253303527832,9.867253303527832,3.022317886352539,12.510183132898051,1200.5710332580493,0.7495359031843165,1.3341589051993585,,
TD3,3,mild_noise,noise_curve,19,623019,0.01,0.01,0.0,0,1,0,-158.84340969862723,1976,926.1054077148438,132.4385986328125,10.599125862121582,0.0,10.385821791433612,2050.9536990024117,0.4515486664400583,nan,,
TD3,3,moderate_noise,noise_curve,0,623000,0.03,0.03,0.0,1,0,0,205.69684195773004,791,861.2958984375,9.876423835754395,9.876423835754395,3.6920089721679688,13.729505583323661,1085.2366149223096,0.7936480271624071,1.2600043920922723,,
TD3,3,moderate_noise,noise_curve,1,623001,0.03,0.03,0.0,1,0,0,207.30542484656954,973,973.6227416992188,9.99122428894043,9.99122428894043,0.31157684326171875,12.90977428775407,1254.9162576370588,0.7758467832208175,1.2889142825966775,,
TD3,3,moderate_noise,noise_curve,2,623002,0.03,0.03,0.0,1,0,0,213.3457149190943,861,960.2919921875,9.960884094238281,9.960884094238281,7.366973400115967,14.509582801147621,1248.543818324933,0.769129587679064,1.3001710193175817,,
TD3,3,moderate_noise,noise_curve,3,623003,0.03,0.03,0.0,0,1,0,-162.97933069322562,1931,939.3120727539062,133.49517822265625,12.65809440612793,0.0125732421875,10.381186430315969,2002.8513119998586,0.468987421645393,nan,,
TD3,3,moderate_noise,noise_curve,4,623004,0.03,0.03,0.0,1,0,0,125.12631661787324,953,869.5516967773438,9.978373527526855,9.978373527526855,0.013271331787109375,12.394103903522772,1180.0652134244683,0.7368674941734485,1.3570960965264314,,
TD3,3,moderate_noise,noise_curve,5,623005,0.03,0.03,0.0,1,0,0,211.8937940512571,812,867.2506103515625,9.975401878356934,9.975401878356934,2.61407470703125,12.94474999012031,1049.917664088002,0.826017734547679,1.2106277603683562,,
TD3,3,moderate_noise,noise_curve,6,623006,0.03,0.03,0.0,1,0,0,212.70008032148542,971,923.0767211914062,9.949484825134277,9.949484825134277,4.71684455871582,13.202518559017829,1281.0153726519002,0.720582079573717,1.3877669572237787,,
TD3,3,moderate_noise,noise_curve,7,623007,0.03,0.03,0.0,0,1,0,-189.27915320408556,1677,917.030029296875,135.2319793701172,19.81047248840332,0.0386505126953125,10.541008016433329,1766.285058371189,0.51918574804824,nan,,
TD3,3,moderate_noise,noise_curve,8,623008,0.03,0.03,0.0,1,0,0,217.25058547687223,808,941.2423706054688,9.968565940856934,9.968565940856934,4.890745162963867,14.630857986683893,1181.4452407522472,0.7966872590778418,1.2551976809036596,,
TD3,3,moderate_noise,noise_curve,9,623009,0.03,0.03,0.0,1,0,0,214.35553894564634,872,946.314697265625,9.977072715759277,9.977072715759277,5.318103790283203,13.228637492369621,1152.1496202166904,0.8213470548101617,1.2175121273566025,,
TD3,3,moderate_noise,noise_curve,10,623010,0.03,0.03,0.0,0,1,0,-176.78296413234202,1926,858.9344482421875,132.0266571044922,17.320844650268555,0.0,10.10515962620019,1944.6470581331987,0.44169169137907116,nan,,
TD3,3,moderate_noise,noise_curve,11,623011,0.03,0.03,0.0,1,0,0,222.42212139612298,806,886.1159057617188,9.974605560302734,9.974605560302734,7.969038009643555,13.970496097436317,1124.979491014756,0.7876729423417514,1.2695624620886434,,
TD3,3,moderate_noise,noise_curve,12,623012,0.03,0.03,0.0,1,0,0,167.44475224059985,1060,977.1332397460938,9.958346366882324,9.958346366882324,0.9775733947753906,12.810994221748047,1357.0185157025198,0.7200588852984354,1.3887753077104803,,
TD3,3,moderate_noise,noise_curve,13,623013,0.03,0.03,0.0,1,0,0,220.9084763372415,814,973.2979125976562,9.978205680847168,9.978205680847168,12.542379379272461,14.43479481544483,1174.2647163442027,0.8288573258232527,1.2064802576327136,,
TD3,3,moderate_noise,noise_curve,14,623014,0.03,0.03,0.0,0,1,0,-218.9252183887249,1892,950.5586547851562,134.4149932861328,10.89720630645752,0.0176239013671875,10.497816196676288,1984.562528727509,0.4789764197526441,nan,,
TD3,3,moderate_noise,noise_curve,15,623015,0.03,0.03,0.0,1,0,0,218.21013237487915,684,853.6591796875,9.960165023803711,9.960165023803711,14.412294387817383,15.101695426200566,1032.260573884996,0.8269803199735556,1.2092186184454512,,
TD3,3,moderate_noise,noise_curve,16,623016,0.03,0.03,0.0,1,0,0,215.90350139807066,1100,971.5382690429688,9.919790267944336,9.919790267944336,5.593011856079102,12.08948731769215,1328.2399404256341,0.7314478653093653,1.367151436797277,,
TD3,3,moderate_noise,noise_curve,17,623017,0.03,0.03,0.0,1,0,0,186.745317963105,971,858.71923828125,9.987836837768555,9.987836837768555,3.4634933471679688,12.257322727651724,1188.8626989587906,0.7223031213220155,1.3844603054874276,,
TD3,3,moderate_noise,noise_curve,18,623018,0.03,0.03,0.0,0,1,0,-182.7393795909174,1975,899.87109375,133.25306701660156,18.358001708984375,0.0,9.883990655548965,1950.6418265624727,0.4613205158918395,nan,,
TD3,3,moderate_noise,noise_curve,19,623019,0.03,0.03,0.0,0,1,0,-162.6919410418046,1963,926.1054077148438,133.5150909423828,11.504570960998535,0.0462188720703125,10.331649915180945,2026.4429277820766,0.4570103579124519,nan,,
TD3,3,latency_10ms,latency_curve,0,623000,0.0,0.0,10.0,1,0,0,186.48531166149536,757,861.2958984375,9.925070762634277,9.925070762634277,0.015178680419921875,14.299612107806036,1082.6173764682862,0.7955681454580186,1.2569633484059213,,
TD3,3,latency_10ms,latency_curve,1,623001,0.0,0.0,10.0,1,0,0,202.26472332179628,946,973.6227416992188,9.903260231018066,9.903260231018066,0.3002433776855469,13.336064929752975,1261.0839775613879,0.7720522653709032,1.2952490975718955,,
TD3,3,latency_10ms,latency_curve,2,623002,0.0,0.0,10.0,1,0,0,201.82758841091123,848,960.2919921875,9.931914329528809,9.931914329528809,3.8471508026123047,14.423739955250946,1222.9186086695217,0.7852460379454466,1.2734862090058365,,
TD3,3,latency_10ms,latency_curve,3,623003,0.0,0.0,10.0,1,0,0,208.9184754784368,780,939.3120727539062,9.946670532226562,9.946670532226562,4.770676612854004,14.928562572674874,1164.2724938138515,0.8067802664279786,1.239494868196891,,
