method,model_seed,condition,condition_group,episodes,success_rate,collision_rate,timeout_rate,reward_mean,steps_mean,final_distance_mean,best_distance_mean,min_obstacle_distance_mean,avg_speed_mean,path_length_mean,path_efficiency_mean,successful_path_stretch_mean
HW_GA_SAC,4,latency_30ms,latency_curve,50,0.98,0.0,0.02,216.25187107058107,844.68,10.558760757446288,10.071637077331543,20.113209428787233,14.499700626547787,1205.207753153052,0.7763981809161821,1.2817728037652065
HW_GA_SAC,4,latency_50ms,latency_curve,50,0.98,0.0,0.02,216.24886283975422,844.7,10.610342388153077,10.05595209121704,20.11316376686096,14.5028706682314,1205.9492353917806,0.7761413328748324,1.2817909292690457
HW_GA_SAC,4,mild_noise,noise_curve,50,0.98,0.0,0.02,218.26948928735487,840.8,10.570821838378906,10.002091140747071,20.24024401664734,14.564034713507521,1203.5656589941232,0.777221789077491,1.2807176999617793
HW_GA_SAC,4,mild_noise_latency_30ms,combined,50,1.0,0.0,0.0,221.82155766368146,819.8,9.945487003326416,9.945487003326416,20.106412982940675,14.596690558602818,1195.3292431112952,0.7812210165959744,1.2804874251932699
HW_GA_SAC,4,moderate_noise,noise_curve,50,0.98,0.0,0.02,217.8423303016489,840.26,10.58737190246582,10.020581035614013,20.01394741535187,14.569677004440894,1203.8320440937325,0.7773651042147633,1.279987471724242
HW_GA_SAC,4,moderate_noise_latency_50ms,combined,50,1.0,0.0,0.0,222.09315192805522,819.68,9.938734378814697,9.938734378814697,19.93136314868927,14.598924335151919,1195.6909273135525,0.7810034995442459,1.2808589775569885
HW_GA_SAC,5,clean,clean,50,0.92,0.0,0.08,195.85371411016393,1092.16,11.418858852386474,10.589198837280273,15.676233654022218,12.31533968507056,1293.1865913481631,0.7316854460277681,1.3356088326654392
HW_GA_SAC,5,latency_10ms,latency_curve,50,0.98,0.0,0.02,209.75025335996176,1021.78,10.18174617767334,10.13522087097168,14.965903329849244,12.558993355467596,1252.6934683043419,0.7522676751911765,1.3401314120813113
HW_GA_SAC,5,latency_30ms,latency_curve,50,0.92,0.0,0.08,194.3581206687472,1053.88,11.033719863891601,10.154801025390626,14.933016815185546,12.484239160011393,1273.181311237948,0.7452310321860712,1.307954252567241
HW_GA_SAC,5,latency_50ms,latency_curve,50,0.98,0.0,0.02,208.84115366656886,1013.48,10.186059761047364,10.134946327209473,14.941938724517822,12.584140005650143,1246.7973517940668,0.7550081319129799,1.3337020136317297
HW_GA_SAC,5,mild_noise,noise_curve,50,0.92,0.0,0.08,195.72792381864133,1081.96,11.522194194793702,10.544366359710693,15.496354022026061,12.360398658419822,1289.454725273644,0.7339419072869753,1.3300628514585469
HW_GA_SAC,5,mild_noise_latency_30ms,combined,50,0.92,0.0,0.08,195.79582661633148,1079.28,11.208891925811768,10.379854888916016,14.998876695632935,12.41477099048487,1291.0637230754044,0.7374180136310197,1.336878634610303
HW_GA_SAC,5,moderate_noise,noise_curve,50,0.9,0.0,0.1,190.726528139132,1102.04,11.58604986190796,10.631186065673829,15.641488268375397,12.28318363240061,1298.4578726158718,0.7300733441561986,1.3281110073427922
HW_GA_SAC,5,moderate_noise_latency_50ms,combined,50,0.94,0.0,0.06,200.58518005287507,1077.46,10.884524688720703,10.361963691711425,15.349862024784088,12.384241611210292,1283.9760447029057,0.7397226711018594,1.3442448792528188
