method,model_seed,city_seed,city_split,condition,condition_group,episodes,success_rate,collision_rate,timeout_rate,reward_mean,steps_mean,final_distance_mean,best_distance_mean,min_obstacle_distance_mean,avg_speed_mean,path_length_mean,path_efficiency_mean,successful_path_stretch_mean
HW_GA_SAC,3,1,city1_4_unseen,mild_noise_latency_30ms,combined,10,1.0,0.0,0.0,210.68925299457388,837.3,9.927967929840088,9.927967929840088,8.01342706680298,13.097891789967246,1091.9447958835206,0.8564633841440387,1.1694614482090349
HW_GA_SAC,3,1,city1_4_unseen,moderate_noise,noise_curve,10,1.0,0.0,0.0,190.15201020107182,869.3,9.938185691833496,9.938185691833496,7.783320665359497,12.766873376043335,1097.4214815014275,0.8524714343265988,1.1753387596272327
HW_GA_SAC,3,1,city1_4_unseen,moderate_noise_latency_50ms,combined,10,1.0,0.0,0.0,212.45090539697694,874.0,9.920795154571532,9.920795154571532,8.173287296295166,12.71527815561657,1100.8984099665704,0.8501190667068972,1.1790941804970996
HW_GA_SAC,3,2,city1_4_unseen,clean,clean,10,0.9,0.1,0.0,171.06348283692006,753.4,38.12213659286499,38.1137412071228,5.864410924911499,13.518293043037025,1010.313530469487,0.9441863660223213,1.1214984891466873
HW_GA_SAC,3,2,city1_4_unseen,latency_10ms,latency_curve,10,0.9,0.1,0.0,169.7435540666175,762.1,38.12894992828369,38.12894992828369,5.263803958892822,13.347958214785354,1010.8882940685822,0.9422162286227685,1.1225647253329665
HW_GA_SAC,3,2,city1_4_unseen,latency_30ms,latency_curve,10,0.9,0.1,0.0,169.74361249052,762.1,38.129058265686034,38.129058265686034,5.263845062255859,13.347959546919224,1010.8883997694596,0.9422161503691839,1.1225648633045218
HW_GA_SAC,3,2,city1_4_unseen,latency_50ms,latency_curve,10,0.9,0.1,0.0,169.74378170878194,762.1,38.13046646118164,38.13046646118164,5.264119243621826,13.34794328640439,1010.8868519728878,0.9422171896001578,1.1225630948987748
HW_GA_SAC,3,2,city1_4_unseen,mild_noise,noise_curve,10,0.9,0.1,0.0,171.51515241677058,755.7,38.15972137451172,38.15842132568359,5.808988475799561,13.430082192779238,1007.6112277385703,0.9455953679077126,1.1179031436898044
HW_GA_SAC,3,2,city1_4_unseen,mild_noise_latency_30ms,combined,10,1.0,0.0,0.0,211.0493328763449,795.8,9.934193515777588,9.934193515777588,7.011334371566773,13.183745702433963,1043.7063983164637,0.8957956777740262,1.1188088581785145
HW_GA_SAC,3,2,city1_4_unseen,moderate_noise,noise_curve,10,1.0,0.0,0.0,193.80643780677576,812.7,9.938672828674317,9.938672828674317,5.581732511520386,12.89835954504342,1040.286786069328,0.8980904719343424,1.1153371274625818
HW_GA_SAC,3,2,city1_4_unseen,moderate_noise_latency_50ms,combined,10,0.9,0.1,0.0,174.01204197415882,798.6,38.0664023399353,38.05013036727905,5.70165491104126,12.81568548758313,1015.1429922233319,0.938570281899388,1.1274445479162287
HW_GA_SAC,3,3,city1_4_unseen,clean,clean,10,0.8,0.2,0.0,119.8749978571623,794.1,101.7825837135315,100.23221445083618,4.41569929216057,12.832449537332824,1017.3362817032315,0.9905244105294051,1.1968012958256138
HW_GA_SAC,3,3,city1_4_unseen,latency_10ms,latency_curve,10,0.9,0.1,0.0,161.16685893455664,875.1,36.38405914306641,34.705482482910156,5.3071717036888,12.592739554367622,1094.9840116138894,0.8577646378405932,1.2014777415608797
HW_GA_SAC,3,3,city1_4_unseen,latency_30ms,latency_curve,10,0.9,0.1,0.0,161.1678044215185,874.8,36.383148765563966,34.70458431243897,5.307019504159689,12.593013256934219,1094.667588468701,0.8580049373368265,1.201078955365503
HW_GA_SAC,3,3,city1_4_unseen,latency_50ms,latency_curve,10,0.9,0.1,0.0,161.1683622733202,874.8,36.381333351135254,34.702759742736816,5.307007201947272,12.593037865530121,1094.670447982582,0.858002950734533,1.2010827627916143
HW_GA_SAC,3,3,city1_4_unseen,mild_noise,noise_curve,10,1.0,0.0,0.0,209.0718749968466,852.0,9.963652610778809,9.963652610778809,6.064216136932373,13.006396555816384,1104.0074552691387,0.8465904081763362,1.183625912748965
HW_GA_SAC,3,3,city1_4_unseen,mild_noise_latency_30ms,combined,10,1.0,0.0,0.0,209.51195288788045,869.6,9.926648139953613,9.926648139953613,5.485981345176697,12.797209190812932,1108.1322564809748,0.8434146306105017,1.1882801947502255
HW_GA_SAC,3,3,city1_4_unseen,moderate_noise,noise_curve,10,0.9,0.1,0.0,170.010106999928,859.2,14.685726547241211,14.2882080078125,6.228117370605469,12.782464156309176,1094.0388479137812,0.8549131956804279,1.187746273526269
