method,model_seed,city_seed,episodes,success_rate,collision_rate,timeout_rate,reward_mean,steps_mean,final_distance_mean,best_distance_mean,min_obstacle_distance_mean,avg_speed_mean,path_length_mean,path_efficiency_mean,successful_path_stretch_mean
PPO,2,1,200,0.0,0.22,0.78,-182.99837435844606,1965.61,920.1974722290039,847.9868426513672,11.404540646714159,6.910140231879082,1357.5991083176839,1.0348173623062302,nan
PPO,2,2,200,0.0,0.04,0.96,-108.49560525895595,2190.19,947.0479061889648,830.4612475585938,24.861440468877554,6.984648831539558,1528.1353862486742,0.6049886112833256,nan
PPO,2,3,200,0.0,0.16,0.84,-146.18993138803427,2087.68,938.3364939880371,846.9223358154297,17.155115662770115,6.952668930769778,1450.359905441171,0.6764606282123428,nan
PPO,2,4,200,0.0,0.035,0.965,-106.46299496912943,2174.49,926.6200630187989,828.056544494629,23.92050723195076,6.976075287727951,1515.3718192899332,0.6264294926045422,nan
PPO,2,42,200,0.0,0.07,0.93,-106.51155894568763,2167.22,906.3774598693848,819.1395381164551,22.282500539720058,6.976275819101341,1510.461539625669,0.6153907197058327,nan
PPO,3,1,200,0.42,0.155,0.425,42.285805962930226,1938.105,76.47005728721619,60.924256663322446,12.02624845317332,10.740600115398017,2077.911944950648,0.6473214640468906,2.22603776985433
PPO,3,2,200,0.41,0.155,0.435,49.87639750972968,2037.095,43.63173556804657,28.979059886932372,17.395065932441504,10.688709264373351,2169.6489084593213,0.5035802029094459,2.2469215089290047
PPO,3,3,200,0.435,0.185,0.38,39.372511451166154,1901.645,84.9055336523056,71.926949300766,12.443244245494716,10.733095966824173,2033.7971227896683,0.7973375207698917,2.227126620605337
PPO,3,4,200,0.405,0.135,0.46,51.51315027110441,1982.695,53.42289824008942,38.114774670600895,19.005993681480177,10.741626526080784,2121.9336819106024,0.5739274197054828,2.2110336397224852
PPO,3,42,200,0.43,0.135,0.435,54.70430375833706,1920.18,91.2587032699585,75.21090717315674,16.32179587893188,10.708977862053937,2054.871602492691,0.7402937579303013,2.275329919877658
PPO,4,1,200,0.685,0.3,0.015,66.99037618223846,1169.44,186.47748712539672,186.3032554769516,7.316228640032932,9.260669035306117,1075.2538977312656,1.8690622834021533,1.4207389648693938
PPO,4,2,200,0.88,0.105,0.015,167.78864769494092,1370.44,39.969812345504764,39.76079468250275,11.095743951960467,9.28456971843693,1260.2938181671357,0.7786274145816887,1.4079777678167125
PPO,4,3,200,0.755,0.225,0.02,111.83728210406017,1254.44,118.96301263809204,118.63216360569,7.2845891887973995,9.382482582269466,1159.2772166175373,1.0960635067241389,1.417338847133311
PPO,4,4,200,0.77,0.205,0.025,116.37400877004593,1188.455,111.12025627136231,110.776418094635,11.78910085218842,9.402147216425767,1110.0360221223573,1.3978189240516492,1.3292838360301087
PPO,4,42,200,0.76,0.21,0.03,126.8466335236876,1313.455,85.66124019622802,85.2794355249405,8.155108659584075,9.194033212294066,1198.1077837907992,0.8737620919901581,1.3518004607402951
PPO,5,1,200,0.0,1.0,0.0,-185.2548638820261,92.035,903.6132806396485,903.1729949951172,0.006659990549087525,8.702529698911095,76.89314525323249,14.535884926820344,nan
PPO,5,2,200,0.0,1.0,0.0,-184.0726634795142,189.97,877.2406555175781,876.8857159423828,0.0077242422103881835,9.024266623183431,152.197704225988,12.617541953966393,nan
PPO,5,3,200,0.0,1.0,0.0,-183.83341699747365,187.03,876.6255165100098,876.1939700317383,0.005641489028930664,8.92565512555181,148.63511417432238,12.875918725796957,nan
PPO,5,4,200,0.0,1.0,0.0,-186.1166480732531,130.495,893.6063729858398,893.1916775512695,0.006757199764251709,8.971335139417356,107.56315429339895,13.663003490386531,nan
PPO,5,42,200,0.0,1.0,0.0,-184.9681046238859,144.175,884.929239654541,884.4792747497559,0.007281347513198853,8.98329737818285,118.23949921404115,13.801001528883546,nan
SAC,1,1,200,0.725,0.04,0.235,119.10227207177145,1199.305,20.234711661338807,20.234711661338807,4.541132651984226,11.404509673004338,1229.6576094694308,1.336992032593528,1.174343382157211
SAC,1,2,200,0.715,0.005,0.28,123.02109176225537,1248.15,22.455471682548524,22.455471682548524,4.8862063918076455,11.29407913346151,1234.0462101767655,1.3372780927298948,1.1518511444337807
SAC,1,3,200,0.68,0.08,0.24,105.7966679966224,1170.73,53.73356649875641,53.73356649875641,4.399987658625468,11.294308318868415,1191.1238562561955,1.2863018945289308,1.1637909486803963
SAC,1,4,200,0.74,0.035,0.225,127.28727721840471,1166.295,27.85139250278473,27.85139250278473,5.644112466396764,11.496081605276563,1192.7031412573724,1.292026882942432,1.1517354636212835
SAC,1,42,200,0.74,0.015,0.245,129.07669547245817,1168.415,17.91510812282562,17.91510812282562,4.847105151123251,11.62655578753611,1205.2681480148742,1.3082999322343347,1.137045151583507
SAC,2,1,200,0.985,0.01,0.005,213.22110030904406,778.08,18.634906520843504,18.634906520843504,17.751971574425696,13.323842080932055,1023.6418818641789,1.112191080373589,1.1187030634522486
SAC,2,2,200,0.99,0.0,0.01,216.19222017444798,770.54,10.731999859809875,10.731999859809875,21.915932861566542,13.53248821599901,1034.0133608507365,1.1189491932049214,1.1118012854184394
SAC,2,3,200,0.94,0.0,0.06,202.013413645579,891.47,29.26179332256317,29.26179332256317,17.19613399386406,12.79346843327624,1055.7903729801908,1.1382889376344911,1.1321335639489547
SAC,2,4,200,0.97,0.0,0.03,210.14258223207509,802.905,21.43392405986786,21.43392405986786,20.019793043732644,13.309490253714703,1033.0900181923703,1.1163826370124386,1.113053000865286
SAC,2,42,200,0.995,0.0,0.005,216.93452205820867,763.955,10.27389983177185,10.27389983177185,20.28702088177204,13.505870102389425,1026.562107773982,1.1135945951777118,1.109895724147399
SAC,3,1,200,0.98,0.005,0.015,212.9619693753142,789.64,14.98648006916046,14.98648006916046,22.75413972914219,14.175317335013332,1102.439616963705,1.1983641135873733,1.1974964312068397
SAC,3,2,200,0.985,0.005,0.01,212.46042631463754,779.835,14.746445875167847,14.746445875167847,32.053448598384854,14.26653822252472,1102.0813182075833,1.193405654746855,1.1943391752514314
SAC,3,3,200,0.9,0.005,0.095,188.3072472750923,912.71,76.96951380729675,76.96951380729675,23.834091304540635,13.287556495216236,1082.224174199586,1.167323563647122,1.2019199296597871
SAC,3,4,200,0.98,0.005,0.015,213.20026687823895,788.705,15.45835084915161,15.45835084915161,30.67761746764183,14.1999260337796,1103.7769121935592,1.1937160921270284,1.1944669995963033
SAC,3,42,200,0.97,0.02,0.01,202.55331374253936,771.885,24.787183618545534,24.787183618545534,19.26509029411711,14.225707974771751,1087.0673738347273,1.1784254060077601,1.1941309573591277
SAC,4,1,200,0.98,0.0,0.02,213.786313890184,851.04,17.8041770362854,17.60942647457123,17.18110113501549,14.381719386341745,1197.9398621702392,0.7747434769935496,1.2926321880741154
SAC,4,2,200,0.985,0.01,0.005,219.4863589290014,824.88,16.53871870994568,16.516168484687807,23.11385310769081,14.61974316751182,1199.0672684288047,0.7815351032530823,1.3085139238809511
SAC,4,3,200,0.915,0.03,0.055,180.6215553451915,929.235,62.55874071121216,61.75026471614838,17.716825337037445,13.799259613268113,1209.4613923411493,0.8227119101104096,1.327020166433755
SAC,4,4,200,0.995,0.005,0.0,223.26292718576508,822.035,13.75082929611206,13.75082929611206,21.180330488681793,14.677155700424285,1205.1037732239442,0.7803989612074926,1.3053259201377059
SAC,4,42,200,0.995,0.0,0.005,224.77487050193216,846.145,9.949075980186462,9.928511095046996,24.35099175453186,14.607045871443425,1223.911161237031,0.7631705150686359,1.31143752062388
SAC,5,1,200,0.95,0.015,0.035,208.52082104945674,858.14,14.38773865699768,13.577084879875184,20.027357611125336,14.49577050315223,1210.230849762682,0.7798356630632695,1.28777677702531
SAC,5,2,200,0.98,0.005,0.015,217.36803097045504,823.425,10.410947184562684,9.991702327728271,32.36211510173976,14.66092620176932,1190.0318228776105,0.7802637832013687,1.276244483428024
SAC,5,3,200,0.93,0.015,0.055,202.97235342343436,882.6,18.530943899154664,17.173864488601684,24.336683027110993,14.30785918645281,1210.3517238127763,0.7960375132028199,1.284167425316944
SAC,5,4,200,0.96,0.015,0.025,211.18263659874026,843.63,11.008302903175354,10.096482501029968,30.892176110651345,14.600398145544318,1207.1358296895376,0.7738982641622059,1.281125927572522
SAC,5,42,200,0.905,0.04,0.055,189.98874177139226,869.71,27.46025122642517,26.148297538757323,23.14596567524364,14.28118308299574,1190.2734705108442,0.9044573797694087,1.2794825478502168
SAC_Large,1,1,200,0.375,0.025,0.6,42.318717669589326,1704.52,27.81694837093353,27.81694837093353,3.71068163394928,9.763877783328631,1485.4700264845417,1.615929550951388,1.3759170308213715
SAC_Large,1,2,200,0.33,0.01,0.66,44.681170061756184,1782.785,22.87552755832672,22.87552755832672,4.6960889263451095,9.66871220806523,1554.5508306202642,1.6832025162193964,1.4250757105003653
SAC_Large,1,3,200,0.43,0.03,0.54,60.41642549861298,1633.81,28.021015639305116,28.021015639305116,4.412638059118763,10.211917601213667,1492.9588223124877,1.6109187813554469,1.3943738205602925
SAC_Large,1,4,200,0.335,0.01,0.655,46.38907860579373,1754.97,21.10287317752838,21.10287317752838,4.78450479760766,9.826129371673158,1533.5084517816128,1.6586610079649144,1.3783611996841691
SAC_Large,1,42,200,0.35,0.015,0.635,44.164282646775156,1713.715,36.99689499855042,36.99689499855042,4.27385219078511,9.844614655609861,1485.4427009612787,1.611480631250249,1.3370759302232447
SAC_Large,2,1,200,0.945,0.035,0.02,181.67604341807916,801.25,38.082432103157046,38.082432103157046,5.750975480079651,13.896263939445657,1086.6180700418772,1.179951875951998,1.1995774757415354
SAC_Large,2,2,200,0.99,0.0,0.01,200.56559966681095,777.195,10.338908090591431,10.338908090591431,6.884840244501829,14.381989057738549,1095.5006033235136,1.1853747791629252,1.1802192858172005
SAC_Large,2,3,200,0.92,0.075,0.005,155.32278553253366,787.145,66.38902039051055,66.38902039051055,4.6390629771724345,13.714270640055123,1065.6224977819902,1.1487670170368744,1.209871624590182
SAC_Large,2,4,200,0.98,0.01,0.01,195.52338601823794,797.285,13.106906476020812,13.106906476020812,6.335000382373109,14.168422725510363,1095.7855195547036,1.1850354970181807,1.1827107634197604
SAC_Large,2,42,200,0.985,0.015,0.0,192.78821379283647,779.04,15.661553082466126,15.661553082466126,5.48104074315168,14.192022475076394,1085.597336695497,1.1775228538229712,1.1847091211195937
SAC_Large,3,1,200,0.995,0.0,0.005,199.91552954916457,845.705,10.352394433021546,10.352394433021546,5.763468660735525,13.01244355761425,1085.9132191327842,1.1800463537206027,1.1774963800773366
SAC_Large,3,2,200,0.97,0.025,0.005,188.70343776468653,792.7,18.143295454978944,18.143295454978944,5.581799949407578,13.26919056612773,1042.4005844172277,1.1280646956862186,1.1344710880718525
SAC_Large,3,3,200,0.97,0.015,0.015,184.55612638849271,855.305,18.976778073310854,18.976778073310854,5.288344789519906,12.932828701838567,1087.900430205362,1.1726313891199636,1.1718925485183396
SAC_Large,3,4,200,0.97,0.025,0.005,193.20901737603373,803.655,17.191928877830506,17.191928877830506,7.383067182861269,13.222422018894022,1054.4607523641362,1.140805582598614,1.1449629189307309
SAC_Large,3,42,200,0.955,0.045,0.0,185.0882610823774,776.71,24.255575037002565,24.255575037002565,6.1625539544119965,13.313470489255797,1031.6266277808138,1.1191233082013894,1.1364474468704613
SAC_Large,4,1,200,0.99,0.0,0.01,228.83546676152383,1055.865,10.022569675445556,9.97458493232727,7.537794771194458,15.223130532028744,1599.548898382531,0.5810963675623199,1.7225299612762888
SAC_Large,4,2,200,0.995,0.0,0.005,233.85939276242826,1052.735,10.004848566055298,9.977777528762818,7.362176755666733,15.384286762295053,1616.4617755836318,0.5719775353304004,1.7505358809271458
