variant,seed,episode,eval_seed,reward,steps,success,collision,timeout,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed
wo_lidar,3,5,55005,183.29251158728255,763,True,False,False,926.9354858398438,9.865396499633789,9.865396499633789,0.00374603271484375,13.05447908474296
wo_lidar,3,6,55006,187.22239615656332,758,True,False,False,987.5577392578125,9.90052318572998,9.90052318572998,0.9898414611816406,13.505861173597678
wo_lidar,3,7,55007,209.92256272489703,764,True,False,False,881.2755737304688,9.99206829071045,9.99206829071045,3.7784690856933594,12.90857733879726
wo_lidar,3,8,55008,-129.1503827503463,209,False,True,False,858.1129150390625,590.5187377929688,590.4552001953125,24.14179229736328,13.379912820729343
wo_lidar,3,9,55009,-131.7875022845448,189,False,True,False,880.2997436523438,646.1315307617188,645.9364013671875,24.154281616210938,13.048317349461652
wo_lidar,3,10,55010,210.83127383064627,809,True,False,False,890.9910278320312,9.848374366760254,9.848374366760254,3.8305625915527344,12.605319239005759
wo_lidar,3,11,55011,211.45543323718329,923,True,False,False,991.2841186523438,9.88180923461914,9.88180923461914,5.355907440185547,12.884473058151915
wo_lidar,3,12,55012,-134.56727180251082,679,False,True,False,978.5847778320312,165.93202209472656,165.93202209472656,0.14397811889648438,13.072232163005093
wo_lidar,3,13,55013,-129.47158327674853,246,False,True,False,983.139404296875,706.1554565429688,706.1554565429688,14.721080780029297,12.82637930473661
wo_lidar,3,14,55014,-105.83052259877533,498,False,True,False,982.7490844726562,293.0758972167969,293.0758972167969,8.396739959716797,14.022320275684915
wo_lidar,3,15,55015,-143.235731187916,93,False,True,False,998.0481567382812,911.2955932617188,911.2955932617188,11.586166381835938,11.243081722208249
wo_lidar,3,16,55016,-105.20981565067899,714,False,True,False,976.490966796875,70.55413055419922,70.55413055419922,2.0037307739257812,13.344805559607781
wo_lidar,3,17,55017,-128.89902179608336,283,False,True,False,929.6831665039062,542.2418823242188,542.2418823242188,0.4993629455566406,13.88830911207536
wo_lidar,3,18,55018,-153.2995616127126,387,False,True,False,944.008544921875,424.2377624511719,424.0780944824219,0.1731414794921875,13.72452321194247
wo_lidar,3,19,55019,215.29566653599602,734,True,False,False,855.9368896484375,9.829560279846191,9.829560279846191,9.243328094482422,12.960953331204786
