"method","model_seeds","success_rate_mean","success_rate_std","collision_rate_mean","collision_rate_std","timeout_rate_mean","timeout_rate_std","reward_mean_mean","reward_mean_std","steps_mean_mean","steps_mean_std","final_distance_mean_mean","final_distance_mean_std","best_distance_mean_mean","best_distance_mean_std","min_obstacle_distance_mean_mean","min_obstacle_distance_mean_std","avg_speed_mean_mean","avg_speed_mean_std","path_length_mean_mean","path_length_mean_std","path_efficiency_mean_mean","path_efficiency_mean_std","successful_path_stretch_mean_mean","successful_path_stretch_mean_std"
"PPO","5","0.268","0.328892079564103","0.4372","0.399798949473357","0.2948","0.376304663803148","-64.110676008054","137.842148692394","1308.7898","787.50618658789","431.701893687439","435.861013762562","409.81983248806","413.782146920976","9.06817976810729","8.77807926421504","9.47179564708867","1.74060254581828","1200.19808577172","713.721999777355","3.4961371551406","5.60090406904705","1.84035984764205","0.429084578943592"
