method,model_seed,city_seed,episode,eval_seed,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
PPO,5,4,0,1414000,0,1,0,-206.7694060277047,71,932.4888916015625,948.1149291992188,932.4888916015625,0.0,8.023113868605922,56.68477755313618,16.450428701558362,nan
PPO,5,4,1,1414001,0,1,0,-183.68661635738798,76,973.2896118164062,990.4711303710938,970.1827392578125,0.0,9.16881278078807,69.54247609994904,13.995613420746741,nan
PPO,5,4,2,1414002,0,1,0,-192.44440395414486,71,994.4408569335938,1003.2069702148438,990.4168701171875,0.005037069320678711,7.9240238036907895,55.8103203500743,17.81822520809576,nan
PPO,5,4,3,1414003,0,1,0,-200.10700666442608,73,938.4391479492188,950.0797119140625,936.8428955078125,0.0,8.132664672315936,58.913877879201785,15.928999782927438,nan
PPO,5,4,4,1414004,0,1,0,-202.4152880144597,68,867.1669921875,837.1893920898438,836.228759765625,0.0,10.429810971021652,70.50711275269077,12.29900017646668,nan
PPO,5,4,5,1414005,0,1,0,-201.21987056166395,74,976.78515625,950.8580322265625,950.8580322265625,0.018976449966430664,8.836694864807901,65.08713351771016,15.007346359541515,nan
PPO,5,4,6,1414006,0,1,0,-194.7248919345268,68,934.4373168945312,966.0908203125,934.4373168945312,0.0,8.80480825550416,59.64734159818572,15.666034593618065,nan
PPO,5,4,7,1414007,0,1,0,-209.90898667284145,64,979.1486206054688,974.2510375976562,963.4819946289062,0.0,10.96686072461307,69.75010070685299,14.037952786916433,nan
PPO,5,4,8,1414008,0,1,0,-209.590770898848,70,978.0305786132812,987.3253784179688,976.2186889648438,0.0,9.762895475115094,67.86629955078956,14.411137561454133,nan
PPO,5,4,9,1414009,0,1,0,-261.9594402800849,67,856.9036254882812,897.048583984375,856.9036254882812,0.0,10.789817646368226,71.85902908269719,11.92478713429505,nan
PPO,5,4,10,1414010,0,1,0,-255.69894036043883,70,906.7305908203125,916.00732421875,896.6315307617188,0.04857134819030762,10.180295322622571,70.90732700347178,12.787544378536747,nan
PPO,5,4,11,1414011,0,1,0,-194.697572108753,67,864.0994873046875,898.4800415039062,864.0994873046875,0.00959920883178711,9.07675495432384,60.70223100127589,14.23505319411613,nan
PPO,5,4,12,1414012,0,1,0,-205.23276919286792,68,983.797119140625,980.7094116210938,980.7094116210938,0.022095203399658203,7.761021533433129,52.60036214869963,18.70323851306309,nan
PPO,5,4,13,1414013,0,1,0,-190.8692180330664,68,903.9161376953125,873.2223510742188,869.364013671875,0.005522251129150391,10.415954156833536,70.70792506130942,12.783802337737177,nan
PPO,5,4,14,1414014,0,1,0,-192.24270264656946,73,861.8748779296875,877.2034912109375,861.8748779296875,0.02582406997680664,9.158145929852576,66.63139375908945,12.934966977365917,nan
PPO,5,4,15,1414015,0,1,0,-212.29397160854893,65,971.03515625,996.254150390625,968.748779296875,0.0306241512298584,10.433870211931376,67.50471445665157,14.384701336283026,nan
