method,model_seed,city_seed,episode,eval_seed,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
SAC_Large,2,42,0,9000,1,0,0,211.2038617382982,726,nan,9.871844291687012,9.871844291687012,5.129966735839844,14.33846551163466,1039.8232348971069,1.1894518323911534,1.1894518323911534
SAC_Large,2,42,1,9001,1,0,0,205.21330730508765,631,nan,9.992085456848145,9.992085456848145,2.9191226959228516,15.485083897215818,976.6782300621271,1.0726242894429872,1.0726242894429872
SAC_Large,2,42,2,9002,1,0,0,209.26352199352092,1035,nan,9.956462860107422,9.956462860107422,4.439126014709473,12.058936980755433,1246.8734142780304,1.292336215308369,1.292336215308369
SAC_Large,2,42,3,9003,1,0,0,211.89691666059056,1035,nan,9.971207618713379,9.971207618713379,2.7176246643066406,11.80707412675959,1220.9907086119056,1.3873633869421225,1.3873633869421225
SAC_Large,2,42,4,9004,1,0,0,174.90739568870114,665,nan,9.937970161437988,9.937970161437988,1.4249725341796875,15.40058973373327,1023.4514142945409,1.0841059652495848,1.0841059652495848
SAC_Large,2,42,5,9005,1,0,0,164.25926998421346,708,nan,9.915071487426758,9.915071487426758,1.212362289428711,14.998798590763814,1061.2837399505079,1.1113058661882338,1.1113058661882338
SAC_Large,2,42,6,9006,1,0,0,193.71923973734977,677,nan,9.71456527709961,9.71456527709961,3.142282724380493,14.768218479445274,998.3977086916566,1.1143384182502603,1.1143384182502603
SAC_Large,2,42,7,9007,1,0,0,215.92563882441922,715,nan,9.936901092529297,9.936901092529297,9.381986618041992,14.373597399504868,1026.787080846727,1.1923339622557487,1.1923339622557487
SAC_Large,2,42,8,9008,1,0,0,211.1411354506654,753,nan,9.894170761108398,9.894170761108398,6.948711395263672,14.67293277315568,1104.0621316432953,1.1695512933724794,1.1695512933724794
SAC_Large,2,42,9,9009,1,0,0,189.9138200048814,775,nan,9.93997859954834,9.93997859954834,2.003925323486328,13.856940251550366,1073.2361840605736,1.2566840607308574,1.2566840607308574
SAC_Large,2,42,10,9010,1,0,0,128.5083700957623,683,nan,9.982256889343262,9.982256889343262,0.0,14.476635536198037,988.1020299829543,1.1614225055549714,1.1614225055549714
SAC_Large,2,42,11,9011,1,0,0,209.1921635589227,813,nan,9.926032066345215,9.926032066345215,5.831771373748779,13.83617218474767,1123.8953026086092,1.2157778790708098,1.2157778790708098
SAC_Large,2,42,12,9012,1,0,0,209.82024051225065,689,nan,9.85848331451416,9.85848331451416,5.568836212158203,14.094449945302419,970.3031100481749,1.1191247795113832,1.1191247795113832
SAC_Large,2,42,13,9013,1,0,0,207.86724233136562,613,nan,9.953825950622559,9.953825950622559,14.080808639526367,15.668586220768498,959.8020346015692,1.0704483275057788,1.0704483275057788
SAC_Large,2,42,14,9014,1,0,0,209.57569293221033,619,nan,9.92324161529541,9.92324161529541,13.742117881774902,15.536484067101085,960.8978193327785,1.0723501760213336,1.0723501760213336
SAC_Large,2,42,15,9015,1,0,0,158.91008978796083,645,nan,9.767202377319336,9.767202377319336,0.6319770812988281,14.67376443027526,945.3302995376289,1.0685762619248922,1.0685762619248922
SAC_Large,2,42,16,9016,1,0,0,217.29454005517096,881,nan,9.951906204223633,9.951906204223633,6.062446594238281,14.441791547819651,1271.1631539687514,1.303548097452577,1.303548097452577
