method,model_seed,city_seed,episode,eval_seed,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch
HW_GA_SAC,3,4,0,9000,1,0,0,213.9130026901049,663,nan,9.96409797668457,9.96409797668457,7.692584991455078,13.800729999175438,913.3968341238797,1.0448329115827395,1.0448329115827395
HW_GA_SAC,3,4,1,9001,1,0,0,219.07615629210028,815,nan,9.870457649230957,9.870457649230957,9.560023307800293,13.462332406658337,1096.459197036922,1.1034761441854795,1.1034761441854795
HW_GA_SAC,3,4,2,9002,1,0,0,217.05918228369214,743,nan,9.990710258483887,9.990710258483887,11.508721351623535,13.85997974672035,1029.2220319993794,1.0667489500658152,1.0667489500658152
HW_GA_SAC,3,4,3,9003,1,0,0,184.7535620460603,982,nan,9.997920989990234,9.997920989990234,0.6339645385742188,12.081561573047017,1185.1575577929616,1.346647596777351,1.346647596777351
HW_GA_SAC,3,4,4,9004,1,0,0,216.54605243851887,734,nan,9.989724159240723,9.989724159240723,12.684565544128418,14.142703110174523,1037.5729326047003,1.0937724343087405,1.0937724343087405
HW_GA_SAC,3,4,5,9005,1,0,0,212.40601616291212,771,nan,9.965235710144043,9.965235710144043,7.805034637451172,13.79297121149402,1062.6650897711515,1.1127523240026265,1.1127523240026265
HW_GA_SAC,3,4,6,9006,1,0,0,208.83156374381903,759,nan,9.928841590881348,9.928841590881348,4.0542144775390625,13.686594182794744,1037.9235554523766,1.132075641549318,1.132075641549318
HW_GA_SAC,3,4,7,9007,1,0,0,214.714769702165,684,nan,9.911977767944336,9.911977767944336,12.941362380981445,13.554869714013318,925.9224650859833,1.0752071409266017,1.0752071409266017
HW_GA_SAC,3,4,8,9008,1,0,0,189.67221741041152,737,nan,9.797170639038086,9.797170639038086,1.98468017578125,13.939877715654257,1026.5384273305535,1.0874291500189692,1.0874291500189692
HW_GA_SAC,3,4,9,9009,1,0,0,215.34592535714893,916,nan,9.867695808410645,9.867695808410645,9.318587303161621,12.383960364231896,1133.4541358798742,1.327195045493651,1.327195045493651
HW_GA_SAC,3,4,10,9010,1,0,0,216.2175023307636,726,nan,9.926933288574219,9.926933288574219,8.740205764770508,13.187986782349174,956.8892929926515,1.124734821388255,1.124734821388255
HW_GA_SAC,3,4,11,9011,1,0,0,179.52798162241612,949,nan,9.725820541381836,9.725820541381836,3.5968990325927734,12.21350276043091,1157.2676544636488,1.2138601809952623,1.2138601809952623
